,224110
2015-08-25,7240
2015-08-26,7180
2015-08-27,7060
2015-08-28,7130
2015-08-31,6800
2015-09-01,6620
2015-09-02,6960
2015-09-03,6800
2015-09-04,7130
2015-09-07,9260
2015-09-08,10250
2015-09-09,10500
2015-09-10,11150
2015-09-11,10300
2015-09-14,9510
2015-09-15,9620
2015-09-16,9740
2015-09-17,9030
2015-09-18,9550
2015-09-21,12400
2015-09-22,14000
2015-09-23,13300
2015-09-24,13250
2015-09-25,12850
2015-09-30,12550
2015-10-01,13250
2015-10-02,13300
2015-10-05,12600
2015-10-06,12600
2015-10-07,13200
2015-10-08,12150
2015-10-12,11850
2015-10-13,11850
2015-10-14,11550
2015-10-15,11900
2015-10-16,11750
2015-10-19,11750
2015-10-20,11950
2015-10-21,11250
2015-10-22,11200
2015-10-23,11050
2015-10-26,11950
2015-10-27,11950
2015-10-28,11500
2015-10-29,11200
2015-10-30,10600
2015-11-02,10700
2015-11-03,10750
2015-11-04,10900
2015-11-05,11100
2015-11-06,10600
2015-11-09,10300
2015-11-10,9740
2015-11-11,9980
2015-11-12,9850
2015-11-13,9750
2015-11-16,9000
2015-11-17,8980
2015-11-18,9190
2015-11-19,9580
2015-11-20,9810
2015-11-23,9800
2015-11-24,9800
2015-11-25,10250
2015-11-26,10300
2015-11-27,10250
2015-11-30,10150
2015-12-01,10350
2015-12-02,10050
2015-12-03,10150
2015-12-04,9910
2015-12-07,9980
2015-12-08,9850
2015-12-09,9530
2015-12-10,9230
2015-12-11,9150
2015-12-14,8340
2015-12-15,8160
2015-12-16,8370
2015-12-17,8450
2015-12-18,8890
2015-12-21,8790
2015-12-22,8720
2015-12-23,8910
2015-12-24,8710
2015-12-28,8660
2015-12-29,8800
2015-12-30,8850
2016-01-04,8840
2016-01-05,9100
2016-01-06,9730
2016-01-07,9700
2016-01-08,9750
2016-01-11,9450
2016-01-12,9450
2016-01-13,9690
2016-01-14,10000
2016-01-15,9660
2016-01-18,9830
2016-01-19,9750
2016-01-20,9460
2016-01-21,9510
2016-01-22,9470
2016-01-25,9440
2016-01-26,9340
2016-01-27,9100
2016-01-28,9200
2016-01-29,9160
2016-02-01,9090
2016-02-02,9010
2016-02-03,9000
2016-02-04,8980
2016-02-05,8960
2016-02-11,8520
2016-02-12,7950
2016-02-15,8280
2016-02-16,8450
2016-02-17,8350
2016-02-18,8410
2016-02-19,8510
2016-02-22,8890
2016-02-23,8780
2016-02-24,8900
2016-02-25,8820
2016-02-26,8800
2016-02-29,8700
2016-03-02,8700
2016-03-03,8680
2016-03-04,8560
2016-03-07,8630
2016-03-08,8590
2016-03-09,8550
2016-03-10,8500
2016-03-11,8700
2016-03-14,8700
2016-03-15,8710
2016-03-16,8760
2016-03-17,8790
2016-03-18,9300
2016-03-21,9160
2016-03-22,9230
2016-03-23,9150
2016-03-24,9340
2016-03-25,9360
2016-03-28,9240
2016-03-29,9230
2016-03-30,9230
2016-03-31,9030
2016-04-01,8640
2016-04-04,8470
2016-04-05,8570
2016-04-06,8680
2016-04-07,8560
2016-04-08,8650
2016-04-11,8720
2016-04-12,8640
2016-04-14,8600
2016-04-15,8570
2016-04-18,8450
2016-04-19,8800
2016-04-20,8930
2016-04-21,8860
2016-04-22,8900
2016-04-25,8850
2016-04-26,9000
2016-04-27,8980
2016-04-28,9060
2016-04-29,8790
2016-05-02,8550
2016-05-03,8560
2016-05-04,8800
2016-05-09,8750
2016-05-10,8670
2016-05-11,8620
2016-05-12,8700
2016-05-13,8680
2016-05-16,8390
2016-05-17,8150
2016-05-18,7940
2016-05-19,8020
2016-05-20,7880
2016-05-23,7820
2016-05-24,7840
2016-05-25,7830
2016-05-26,7830
2016-05-27,7800
2016-05-30,7840
2016-05-31,7870
2016-06-01,7860
2016-06-02,7890
2016-06-03,7850
2016-06-07,7670
2016-06-08,7470
2016-06-09,7410
2016-06-10,7340
2016-06-13,7070
2016-06-14,6950
2016-06-15,6910
2016-06-16,6880
2016-06-17,6950
2016-06-20,7040
2016-06-21,7080
2016-06-22,7290
2016-06-23,7050
2016-06-24,6640
2016-06-27,6640
2016-06-28,7000
2016-06-29,7190
2016-06-30,7350
2016-07-01,7380
2016-07-04,7420
2016-07-05,7290
2016-07-06,7200
2016-07-07,7390
2016-07-08,7330
2016-07-11,7280
2016-07-12,7300
2016-07-13,7400
2016-07-14,7400
2016-07-15,7400
2016-07-18,7400
2016-07-19,7350
2016-07-20,7390
2016-07-21,7130
2016-07-22,7000
2016-07-25,6770
2016-07-26,7220
2016-07-27,7050
2016-07-28,7030
2016-07-29,7080
2016-08-01,6950
2016-08-02,6930
2016-08-03,6840
2016-08-04,6840
2016-08-05,6680
2016-08-08,6680
2016-08-09,6710
2016-08-10,6780
2016-08-11,6850
2016-08-12,7000
2016-08-16,7270
2016-08-17,7200
2016-08-18,7800
2016-08-19,8150
2016-08-22,7870
2016-08-23,7870
2016-08-24,7530
2016-08-25,7760
2016-08-26,7550
2016-08-29,7280
2016-08-30,7690
2016-08-31,7520
2016-09-01,7670
2016-09-02,7700
2016-09-05,8120
2016-09-06,8500
2016-09-07,8200
2016-09-08,8150
2016-09-09,8000
2016-09-12,7610
2016-09-13,7670
2016-09-19,7750
2016-09-20,7920
2016-09-21,8120
2016-09-22,7900
2016-09-23,7920
2016-09-26,7980
2016-09-27,7940
2016-09-28,7900
2016-09-29,7850
2016-09-30,7820
2016-10-04,7840
2016-10-05,7920
2016-10-06,8100
2016-10-07,8190
2016-10-10,8130
2016-10-11,8250
2016-10-12,8190
2016-10-13,8390
2016-10-14,8270
2016-10-17,8160
2016-10-18,8150
2016-10-19,8190
2016-10-20,8170
2016-10-21,8550
2016-10-24,9140
2016-10-25,8940
2016-10-26,10150
2016-10-27,10600
2016-10-28,9940
2016-10-31,9300
2016-11-01,9680
2016-11-02,9310
2016-11-03,12100
2016-11-04,13300
2016-11-07,13600
2016-11-08,13850
2016-11-09,14950
2016-11-10,14700
2016-11-11,14550
2016-11-14,13950
2016-11-15,14500
2016-11-16,14900
2016-11-17,16600
2016-11-18,15600
2016-11-21,15650
2016-11-22,16150
2016-11-23,16650
2016-11-24,17200
2016-11-25,16900
2016-11-28,16400
2016-11-29,16300
2016-11-30,15600
2016-12-01,14800
2016-12-02,14200
2016-12-05,14200
2016-12-06,14400
2016-12-07,13250
2016-12-08,13400
2016-12-09,14200
2016-12-12,14300
2016-12-13,13450
2016-12-14,12600
2016-12-15,12650
2016-12-16,12400
2016-12-19,12600
2016-12-20,12300
2016-12-21,12450
2016-12-22,11650
2016-12-23,11700
2016-12-26,11300
2016-12-27,11200
2016-12-28,11550
2016-12-29,11850
2017-01-02,11550
2017-01-03,11350
2017-01-04,11850
2017-01-05,12100
2017-01-06,11800
2017-01-09,11700
2017-01-10,11400
2017-01-11,12000
2017-01-12,11650
2017-01-13,11150
2017-01-16,10600
2017-01-17,10650
2017-01-18,10550
2017-01-19,10700
2017-01-20,9970
2017-01-23,9630
2017-01-24,9610
2017-01-25,9500
2017-01-26,10300
2017-01-31,9690
2017-02-01,9760
2017-02-02,9030
2017-02-03,8660
2017-02-06,8850
2017-02-07,8890
2017-02-08,8630
2017-02-09,8840
2017-02-10,8750
2017-02-13,9180
2017-02-14,9200
2017-02-15,9090
2017-02-16,9390
2017-02-17,9400
2017-02-20,9450
2017-02-21,9640
2017-02-22,9540
2017-02-23,9360
2017-02-24,9110
2017-02-27,9070
2017-02-28,9200
2017-03-02,9240
2017-03-03,9030
2017-03-06,8890
2017-03-07,8770
2017-03-08,8620
2017-03-09,8850
2017-03-10,9090
2017-03-13,9150
2017-03-14,9230
2017-03-15,8930
2017-03-16,9050
2017-03-17,8790
2017-03-20,8210
2017-03-21,8250
2017-03-22,8030
2017-03-23,8620
2017-03-24,8270
2017-03-27,8620
2017-03-28,7100
2017-03-29,7000
2017-03-30,6970
2017-03-31,7120
2017-04-03,6740
2017-04-04,6540
2017-04-05,6730
2017-04-06,6950
2017-04-07,7040
2017-04-10,6740
2017-04-11,6990
2017-04-12,6850
2017-04-13,6950
2017-04-14,6790
2017-04-17,6980
2017-04-18,7030
2017-04-19,7500
2017-04-20,7340
2017-04-21,7840
2017-04-24,7700
2017-04-25,7790
2017-04-26,8040
2017-04-27,8070
2017-04-28,7900
2017-05-02,7530
2017-05-04,7730
2017-05-08,8230
2017-05-10,8190
2017-05-11,8330
2017-05-12,8460
2017-05-15,8370
2017-05-16,8130
2017-05-17,8200
2017-05-18,8120
2017-05-19,8350
2017-05-22,8260
2017-05-23,8270
2017-05-24,8180
2017-05-25,8170
2017-05-26,8080
2017-05-29,7800
2017-05-30,7940
2017-05-31,7770
2017-06-01,7730
2017-06-02,7700
2017-06-05,7660
2017-06-07,7690
2017-06-08,7670
2017-06-09,7850
2017-06-12,7790
2017-06-13,8010
2017-06-14,8020
2017-06-15,7930
2017-06-16,7880
2017-06-19,7830
2017-06-20,7640
2017-06-21,7560
2017-06-22,7390
2017-06-23,7480
2017-06-26,7550
2017-06-27,7650
2017-06-28,7830
2017-06-29,7800
2017-06-30,8010
2017-07-03,8100
2017-07-04,7870
2017-07-05,8130
2017-07-06,8130
2017-07-07,8120
2017-07-10,8490
2017-07-11,8450
2017-07-12,8300
2017-07-13,8200
2017-07-14,8270
2017-07-17,8150
2017-07-18,8060
2017-07-19,8080
2017-07-20,8070
2017-07-21,7800
2017-07-24,7820
2017-07-25,7710
2017-07-26,7670
2017-07-27,7710
2017-07-28,7530
2017-07-31,7430
2017-08-01,7680
2017-08-02,8040
2017-08-03,7990
2017-08-04,8090
2017-08-07,8160
2017-08-08,8190
2017-08-09,8050
2017-08-10,7950
2017-08-11,7630
2017-08-14,7680
2017-08-16,8200
2017-08-17,8340
2017-08-18,8310
2017-08-21,8310
2017-08-22,8210
2017-08-23,8260
2017-08-24,8550
2017-08-25,8470
2017-08-28,8320
2017-08-29,8390
2017-08-30,8300
2017-08-31,8450
2017-09-01,8500
2017-09-04,8320
2017-09-05,8730
2017-09-06,10200
2017-09-07,10150
2017-09-08,9710
2017-09-11,10300
2017-09-12,9900
2017-09-13,9980
2017-09-14,10150
2017-09-15,10500
2017-09-18,10350
2017-09-19,10700
2017-09-20,9830
2017-09-21,9670
2017-09-22,9060
2017-09-25,8930
2017-09-26,9070
2017-09-27,9000
2017-09-28,8980
2017-09-29,9310
2017-10-10,9400
2017-10-11,9250
2017-10-12,9240
2017-10-13,8890
2017-10-16,8490
2017-10-17,8800
2017-10-18,8620
2017-10-19,8860
2017-10-20,9140
2017-10-23,9130
2017-10-24,9240
2017-10-25,9270
2017-10-26,9000
2017-10-27,9090
2017-10-30,9230
2017-10-31,9180
2017-11-01,9030
2017-11-02,9030
2017-11-03,8970
2017-11-06,8850
2017-11-07,8910
2017-11-08,8990
2017-11-09,9040
2017-11-10,9310
2017-11-13,9320
2017-11-14,9270
2017-11-15,8830
2017-11-16,9030
2017-11-17,8890
2017-11-20,9180
2017-11-21,9070
2017-11-22,8990
2017-11-23,9160
2017-11-24,9990
2017-11-27,10200
2017-11-28,10100
2017-11-29,10450
2017-11-30,10950
2017-12-01,11200
2017-12-04,10950
2017-12-05,11400
2017-12-06,11400
2017-12-07,11650
2017-12-08,11500
2017-12-11,11700
2017-12-12,11350
2017-12-13,11350
2017-12-14,11200
2017-12-15,10950
2017-12-18,11850
2017-12-19,10800
2017-12-20,10000
2017-12-21,9490
2017-12-22,9980
2017-12-26,10000
2017-12-27,10050
2017-12-28,10450
2018-01-02,10700
2018-01-03,10650
2018-01-04,10650
2018-01-05,10700
2018-01-08,10850
2018-01-09,11250
2018-01-10,11450
2018-01-11,11750
2018-01-12,11550
2018-01-15,11350
2018-01-16,10850
2018-01-17,10900
2018-01-18,10950
2018-01-19,10900
2018-01-22,11400
2018-01-23,11500
2018-01-24,11550
2018-01-25,11450
2018-01-26,11600
2018-01-29,12100
2018-01-30,12050
2018-01-31,11950
2018-02-01,12150
2018-02-02,12200
2018-02-05,12400
2018-02-06,12050
2018-02-07,11250
2018-02-08,11350
2018-02-09,11400
2018-02-12,11900
2018-02-13,11650
2018-02-14,12500
2018-02-19,13200
2018-02-20,14600
2018-02-21,14550
2018-02-22,14700
2018-02-23,15250
2018-02-26,15000
2018-02-27,14800
2018-02-28,14800
2018-03-02,12900
2018-03-05,12200
2018-03-06,12100
2018-03-07,11850
2018-03-08,12050
2018-03-09,12800
2018-03-12,13100
2018-03-13,13100
2018-03-14,13150
2018-03-15,12250
2018-03-16,12500
2018-03-19,12250
2018-03-20,12900
2018-03-21,12750
2018-03-22,12400
2018-03-23,12250
2018-03-26,12950
2018-03-27,12400
2018-03-28,12250
2018-03-29,12250
2018-03-30,12250
2018-04-02,11850
2018-04-03,11350
2018-04-04,11250
2018-04-05,11100
2018-04-06,10750
2018-04-09,10200
2018-04-10,10650
2018-04-11,11150
2018-04-12,10950
2018-04-13,11150
2018-04-16,11400
2018-04-17,11200
2018-04-18,11050
2018-04-19,11100
2018-04-20,11600
2018-04-23,10800
2018-04-24,10700
2018-04-25,10550
2018-04-26,10700
2018-04-27,11300
2018-04-30,11000
2018-05-02,12600
2018-05-03,12850
2018-05-04,12500
2018-05-08,11600
2018-05-09,11300
2018-05-10,11550
2018-05-11,11950
2018-05-14,11650
2018-05-15,11550
2018-05-16,11050
2018-05-17,11500
2018-05-18,11750
2018-05-21,11650
2018-05-23,11750
2018-05-24,11400
2018-05-25,11000
2018-05-28,12100
2018-05-29,11700
2018-05-30,11900
2018-05-31,12250
