,053290
2008-06-16,3400
2008-06-17,3195
2008-06-18,3200
2008-06-19,3265
2008-06-20,3210
2008-06-23,3150
2008-06-24,3180
2008-06-25,3290
2008-06-26,3230
2008-06-27,3150
2008-06-30,3020
2008-07-01,2935
2008-07-02,2845
2008-07-03,2770
2008-07-04,2790
2008-07-07,2745
2008-07-08,2600
2008-07-09,2760
2008-07-10,2850
2008-07-11,3005
2008-07-14,3090
2008-07-15,3000
2008-07-16,2980
2008-07-17,2990
2008-07-18,2990
2008-07-21,3180
2008-07-22,3085
2008-07-23,3080
2008-07-24,3100
2008-07-25,3200
2008-07-28,3350
2008-07-29,3280
2008-07-30,3380
2008-07-31,3245
2008-08-01,3080
2008-08-04,3100
2008-08-05,3015
2008-08-06,3000
2008-08-07,2970
2008-08-08,2880
2008-08-11,2925
2008-08-12,2970
2008-08-13,2920
2008-08-14,2925
2008-08-18,2985
2008-08-19,2910
2008-08-20,2865
2008-08-21,2850
2008-08-22,2700
2008-08-25,2710
2008-08-26,2700
2008-08-27,2735
2008-08-28,2850
2008-08-29,2870
2008-09-01,2605
2008-09-02,2500
2008-09-03,2560
2008-09-04,2600
2008-09-05,2660
2008-09-08,2880
2008-09-09,2795
2008-09-10,2820
2008-09-11,2900
2008-09-12,2950
2008-09-16,2655
2008-09-17,2860
2008-09-18,2760
2008-09-19,3020
2008-09-22,2880
2008-09-23,2900
2008-09-24,2930
2008-09-25,2900
2008-09-26,2880
2008-09-29,2880
2008-09-30,2790
2008-10-01,2785
2008-10-02,2750
2008-10-06,2600
2008-10-07,2580
2008-10-08,2400
2008-10-09,2320
2008-10-10,2000
2008-10-13,2060
2008-10-14,2365
2008-10-15,2255
2008-10-16,2050
2008-10-17,2185
2008-10-20,2300
2008-10-21,2320
2008-10-22,2300
2008-10-23,2240
2008-10-24,1970
2008-10-27,1940
2008-10-28,2110
2008-10-29,2000
2008-10-30,2190
2008-10-31,2270
2008-11-03,2315
2008-11-04,2220
2008-11-05,2220
2008-11-06,1895
2008-11-07,2020
2008-11-10,2000
2008-11-11,1965
2008-11-12,1970
2008-11-13,1895
2008-11-14,1945
2008-11-17,1960
2008-11-18,1940
2008-11-19,1900
2008-11-20,1760
2008-11-21,1890
2008-11-24,1800
2008-11-25,1750
2008-11-26,1850
2008-11-27,1850
2008-11-28,1845
2008-12-01,1835
2008-12-02,1775
2008-12-03,1765
2008-12-04,1795
2008-12-05,1820
2008-12-08,1920
2008-12-09,1900
2008-12-10,1905
2008-12-11,1900
2008-12-12,1965
2008-12-15,2090
2008-12-16,2095
2008-12-17,2135
2008-12-18,2260
2008-12-19,2235
2008-12-22,2250
2008-12-23,2120
2008-12-24,2080
2008-12-26,2090
2008-12-29,2020
2008-12-30,2015
2009-01-02,2035
2009-01-05,2040
2009-01-06,2120
2009-01-07,2135
2009-01-08,2080
2009-01-09,2040
2009-01-12,2040
2009-01-13,2040
2009-01-14,2115
2009-01-15,2015
2009-01-16,1930
2009-01-19,1970
2009-01-20,2000
2009-01-21,2025
2009-01-22,2105
2009-01-23,2020
2009-01-28,2075
2009-01-29,2080
2009-01-30,2080
2009-02-02,2075
2009-02-03,2120
2009-02-04,2220
2009-02-05,2160
2009-02-06,2210
2009-02-09,2260
2009-02-10,2350
2009-02-11,2285
2009-02-12,2305
2009-02-13,2300
2009-02-16,2300
2009-02-17,2285
2009-02-18,2350
2009-02-19,2240
2009-02-20,2125
2009-02-23,2240
2009-02-24,2245
2009-02-25,2365
2009-02-26,2330
2009-02-27,2370
2009-03-02,2330
2009-03-03,2255
2009-03-04,2395
2009-03-05,2345
2009-03-06,2330
2009-03-09,2330
2009-03-10,2455
2009-03-11,2555
2009-03-12,2555
2009-03-13,2515
2009-03-16,2530
2009-03-17,2530
2009-03-18,2505
2009-03-19,2510
2009-03-20,2500
2009-03-23,2490
2009-03-24,2550
2009-03-25,2525
2009-03-26,2525
2009-03-27,2520
2009-03-30,2500
2009-03-31,2515
2009-04-01,2500
2009-04-02,2520
2009-04-03,2530
2009-04-06,2570
2009-04-07,2590
2009-04-08,2585
2009-04-09,2670
2009-04-10,2760
2009-04-13,2780
2009-04-14,2740
2009-04-15,2755
2009-04-16,2760
2009-04-17,2725
2009-04-20,2660
2009-04-21,2590
2009-04-22,2650
2009-04-23,2740
2009-04-24,2750
2009-04-27,2800
2009-04-28,2630
2009-04-29,2680
2009-04-30,2700
2009-05-04,2700
2009-05-06,3105
2009-05-07,3570
2009-05-08,3515
2009-05-11,3570
2009-05-12,3590
2009-05-13,3845
2009-05-14,3765
2009-05-15,3630
2009-05-18,3655
2009-05-19,3615
2009-05-20,3480
2009-05-21,3400
2009-05-22,3355
2009-05-25,3390
2009-05-26,3230
2009-05-27,3090
2009-05-28,3055
2009-05-29,3050
2009-06-01,3160
2009-06-02,3240
2009-06-03,3260
2009-06-04,3180
2009-06-05,3290
2009-06-08,3340
2009-06-09,3350
2009-06-10,3300
2009-06-11,3360
2009-06-12,3320
2009-06-15,3310
2009-06-16,3295
2009-06-17,3200
2009-06-18,3180
2009-06-19,3655
2009-06-22,3770
2009-06-23,3695
2009-06-24,3970
2009-06-25,4000
2009-06-26,3805
2009-06-29,4230
2009-06-30,4860
2009-07-01,4610
2009-07-02,4500
2009-07-03,4265
2009-07-06,4070
2009-07-07,4250
2009-07-08,4000
2009-07-09,4130
2009-07-10,4040
2009-07-13,3680
2009-07-14,3660
2009-07-15,3870
2009-07-16,3945
2009-07-17,3660
2009-07-20,3790
2009-07-21,3910
2009-07-22,3860
2009-07-23,3860
2009-07-24,3855
2009-07-27,3820
2009-07-28,3800
2009-07-29,3785
2009-07-30,3800
2009-07-31,3830
2009-08-03,3830
2009-08-04,3860
2009-08-05,3925
2009-08-06,3945
2009-08-07,3910
2009-08-10,3935
2009-08-11,4120
2009-08-12,4170
2009-08-13,4340
2009-08-14,4240
2009-08-17,4250
2009-08-18,4115
2009-08-19,4020
2009-08-20,4195
2009-08-21,4000
2009-08-24,3900
2009-08-25,3870
2009-08-26,3935
2009-08-27,4030
2009-08-28,4080
2009-08-31,3920
2009-09-01,3900
2009-09-02,3900
2009-09-03,4400
2009-09-04,4300
2009-09-07,4325
2009-09-08,4355
2009-09-09,4435
2009-09-10,4330
2009-09-11,4280
2009-09-14,4290
2009-09-15,4200
2009-09-16,4190
2009-09-17,4130
2009-09-18,4175
2009-09-21,4140
2009-09-22,4135
2009-09-23,4030
2009-09-24,3905
2009-09-25,3840
2009-09-28,3805
2009-09-29,4185
2009-09-30,4130
2009-10-01,4135
2009-10-05,4125
2009-10-06,4125
2009-10-07,4085
2009-10-08,4130
2009-10-09,4180
2009-10-12,4130
2009-10-13,4030
2009-10-14,4050
2009-10-15,4035
2009-10-16,3980
2009-10-19,3950
2009-10-20,3950
2009-10-21,3960
2009-10-22,3935
2009-10-23,3985
2009-10-26,3990
2009-10-27,3940
2009-10-28,3860
2009-10-29,4160
2009-10-30,3950
2009-11-02,4300
2009-11-03,3810
2009-11-04,3885
2009-11-05,3815
2009-11-06,3815
2009-11-09,3690
2009-11-10,3660
2009-11-11,3660
2009-11-12,3535
2009-11-13,3360
2009-11-16,3250
2009-11-17,3275
2009-11-18,3400
2009-11-19,3500
2009-11-20,3550
2009-11-23,3620
2009-11-24,3635
2009-11-25,3560
2009-11-26,3500
2009-11-27,3300
2009-11-30,3370
2009-12-01,3410
2009-12-02,3495
2009-12-03,3510
2009-12-04,3510
2009-12-07,3510
2009-12-08,3510
2009-12-09,3515
2009-12-10,3545
2009-12-11,3550
2009-12-14,3570
2009-12-15,3535
2009-12-16,3535
2009-12-17,3530
2009-12-18,3510
2009-12-21,3545
2009-12-22,3500
2009-12-23,3510
2009-12-24,3510
2009-12-28,3470
2009-12-29,3395
2009-12-30,3395
2010-01-04,3355
2010-01-05,3410
2010-01-06,3365
2010-01-07,3380
2010-01-08,3440
2010-01-11,3425
2010-01-12,3400
2010-01-13,3390
2010-01-14,3385
2010-01-15,3520
2010-01-18,3450
2010-01-19,3465
2010-01-20,3375
2010-01-21,3420
2010-01-22,3390
2010-01-25,3430
2010-01-26,3365
2010-01-27,3365
2010-01-28,3385
2010-01-29,3300
2010-02-01,3300
