,049480
2008-06-16,1095
2008-06-17,1100
2008-06-18,1110
2008-06-19,1055
2008-06-20,1050
2008-06-23,1075
2008-06-24,1075
2008-06-25,1070
2008-06-26,1050
2008-06-27,1050
2008-06-30,1050
2008-07-01,1070
2008-07-02,1065
2008-07-03,995
2008-07-04,940
2008-07-07,960
2008-07-08,950
2008-07-09,930
2008-07-10,935
2008-07-11,965
2008-07-14,950
2008-07-15,920
2008-07-16,910
2008-07-17,905
2008-07-18,900
2008-07-21,920
2008-07-22,920
2008-07-23,945
2008-07-24,950
2008-07-25,940
2008-07-28,955
2008-07-29,935
2008-07-30,930
2008-07-31,950
2008-08-01,950
2008-08-04,950
2008-08-05,935
2008-08-06,965
2008-08-07,960
2008-08-08,970
2008-08-11,965
2008-08-12,965
2008-08-13,955
2008-08-14,915
2008-08-18,920
2008-08-19,910
2008-08-20,910
2008-08-21,900
2008-08-22,875
2008-08-25,885
2008-08-26,850
2008-08-27,850
2008-08-28,850
2008-08-29,860
2008-09-01,800
2008-09-02,740
2008-09-03,740
2008-09-04,795
2008-09-05,750
2008-09-08,790
2008-09-09,805
2008-09-10,785
2008-09-11,785
2008-09-12,810
2008-09-16,730
2008-09-17,785
2008-09-18,760
2008-09-19,820
2008-09-22,910
2008-09-23,865
2008-09-24,845
2008-09-25,835
2008-09-26,835
2008-09-29,810
2008-09-30,780
2008-10-01,775
2008-10-02,770
2008-10-06,740
2008-10-07,755
2008-10-08,695
2008-10-09,690
2008-10-10,595
2008-10-13,640
2008-10-14,680
2008-10-15,680
2008-10-16,605
2008-10-17,610
2008-10-20,620
2008-10-21,600
2008-10-22,585
2008-10-23,520
2008-10-24,465
2008-10-27,400
2008-10-28,440
2008-10-29,490
2008-10-30,560
2008-10-31,565
2008-11-03,580
2008-11-04,590
2008-11-05,640
2008-11-06,560
2008-11-07,635
2008-11-10,615
2008-11-11,605
2008-11-12,605
2008-11-13,620
2008-11-14,635
2008-11-17,655
2008-11-18,675
2008-11-19,720
2008-11-20,630
2008-11-21,680
2008-11-24,690
2008-11-25,660
2008-11-26,665
2008-11-27,675
2008-11-28,670
2008-12-01,640
2008-12-02,610
2008-12-03,605
2008-12-04,595
2008-12-05,605
2008-12-08,625
2008-12-09,605
2008-12-10,625
2008-12-11,625
2008-12-12,605
2008-12-15,625
2008-12-16,625
2008-12-17,665
2008-12-18,665
2008-12-19,690
2008-12-22,655
2008-12-23,635
2008-12-24,615
2008-12-26,630
2008-12-29,595
2008-12-30,605
2009-01-02,595
2009-01-05,600
2009-01-06,615
2009-01-07,625
2009-01-08,610
2009-01-09,625
2009-01-12,630
2009-01-13,645
2009-01-14,650
2009-01-15,595
2009-01-16,595
2009-01-19,605
2009-01-20,605
2009-01-21,580
2009-01-22,590
2009-01-23,590
2009-01-28,595
2009-01-29,600
2009-01-30,605
2009-02-02,595
2009-02-03,605
2009-02-04,620
2009-02-05,615
2009-02-06,615
2009-02-09,610
2009-02-10,635
2009-02-11,655
2009-02-12,650
2009-02-13,650
2009-02-16,670
2009-02-17,630
2009-02-18,640
2009-02-19,615
2009-02-20,570
2009-02-23,585
2009-02-24,580
2009-02-25,575
2009-02-26,570
2009-02-27,585
2009-03-02,550
2009-03-03,525
2009-03-04,550
2009-03-05,545
2009-03-06,555
2009-03-09,555
2009-03-10,560
2009-03-11,575
2009-03-12,590
2009-03-13,600
2009-03-16,600
2009-03-17,605
2009-03-18,605
2009-03-19,600
2009-03-20,610
2009-03-23,635
2009-03-24,645
2009-03-25,645
2009-03-26,645
2009-03-27,645
2009-03-30,610
2009-03-31,620
2009-04-01,630
2009-04-02,650
2009-04-03,645
2009-04-06,650
2009-04-07,745
2009-04-08,855
2009-04-09,860
2009-04-10,810
2009-04-13,825
2009-04-14,820
2009-04-15,820
2009-04-16,925
2009-04-17,1000
2009-04-20,920
2009-04-21,890
2009-04-22,940
2009-04-23,920
2009-04-24,880
2009-04-27,865
2009-04-28,900
2009-04-29,880
2009-04-30,925
2009-05-04,1060
2009-05-06,1120
2009-05-07,1070
2009-05-08,1230
2009-05-11,1410
2009-05-12,1370
2009-05-13,1400
2009-05-14,1380
2009-05-15,1270
2009-05-18,1250
2009-05-19,1290
2009-05-20,1325
2009-05-21,1250
2009-05-22,1240
2009-05-25,1160
2009-05-26,1055
2009-05-27,970
2009-05-28,960
2009-05-29,995
2009-06-01,980
2009-06-02,965
2009-06-03,955
2009-06-04,935
2009-06-05,950
2009-06-08,950
2009-06-09,1015
2009-06-10,995
2009-06-11,1005
2009-06-12,960
2009-06-15,940
2009-06-16,900
2009-06-17,905
2009-06-18,875
2009-06-19,910
2009-06-22,900
2009-06-23,870
2009-06-24,835
2009-06-25,860
2009-06-26,850
2009-06-29,835
2009-06-30,830
2009-07-01,830
2009-07-02,950
2009-07-03,960
2009-07-06,990
2009-07-07,950
2009-07-08,960
2009-07-09,975
2009-07-10,1000
2009-07-13,1060
2009-07-14,1215
2009-07-15,1395
2009-07-16,1395
2009-07-17,1245
2009-07-20,1230
2009-07-21,1275
2009-07-22,1310
2009-07-23,1170
2009-07-24,1130
2009-07-27,1170
2009-07-28,1165
2009-07-29,1155
2009-07-30,1325
2009-07-31,1165
2009-08-03,1095
2009-08-04,1105
2009-08-05,1105
2009-08-06,1115
2009-08-07,1225
2009-08-10,1120
2009-08-11,1130
2009-08-12,1110
2009-08-13,1150
2009-08-14,1320
2009-08-17,1515
2009-08-18,1290
2009-08-19,1240
2009-08-20,1220
2009-08-21,1135
2009-08-24,1145
2009-08-25,1210
2009-08-26,1180
2009-08-27,1195
2009-08-28,1215
2009-08-31,1200
2009-09-01,1135
2009-09-02,1135
2009-09-03,1160
2009-09-04,1145
2009-09-07,1170
2009-09-08,1150
2009-09-09,1225
2009-09-10,1160
2009-09-11,1160
2009-09-14,1190
2009-09-15,1200
2009-09-16,1205
2009-09-17,1305
2009-09-18,1305
2009-09-21,1315
2009-09-22,1240
2009-09-23,1365
2009-09-24,1270
2009-09-25,1230
2009-09-28,1155
2009-09-29,1185
2009-09-30,1130
2009-10-01,1115
2009-10-05,1025
2009-10-06,1030
2009-10-07,1085
2009-10-08,1110
2009-10-09,1090
2009-10-12,1140
2009-10-13,1110
2009-10-14,1110
2009-10-15,1095
2009-10-16,1085
2009-10-19,1085
2009-10-20,1140
2009-10-21,1160
2009-10-22,1170
2009-10-23,1170
2009-10-26,1170
2009-10-27,1170
2009-10-28,1250
2009-10-29,1240
2009-10-30,1250
2009-11-02,1375
2009-11-03,1250
2009-11-04,1275
2009-11-05,1250
2009-11-06,1360
2009-11-09,1360
2009-11-10,1400
2009-11-11,1190
2009-11-12,1110
2009-11-13,1125
2009-11-16,1125
2009-11-17,1115
2009-11-18,1100
2009-11-19,1125
2009-11-20,1115
2009-11-23,1150
2009-11-24,1080
2009-11-25,1060
2009-11-26,1075
2009-11-27,1035
2009-11-30,1040
2009-12-01,1035
2009-12-02,1100
2009-12-03,1105
2009-12-04,1165
2009-12-07,1035
2009-12-08,1035
2009-12-09,1010
2009-12-10,1010
2009-12-11,1015
2009-12-14,1050
2009-12-15,1040
2009-12-16,1070
2009-12-17,1095
2009-12-18,1075
2009-12-21,1050
2009-12-22,1030
2009-12-23,1015
2009-12-24,1020
2009-12-28,905
2009-12-29,960
2009-12-30,950
2010-01-04,1015
2010-01-05,1015
2010-01-06,1005
2010-01-07,1005
2010-01-08,970
2010-01-11,975
2010-01-12,980
2010-01-13,955
2010-01-14,955
2010-01-15,950
2010-01-18,965
2010-01-19,970
2010-01-20,960
2010-01-21,955
2010-01-22,930
2010-01-25,910
2010-01-26,930
2010-01-27,1065
2010-01-28,1030
2010-01-29,910
2010-02-01,910
2010-02-02,925
2010-02-03,915
2010-02-04,930
2010-02-05,900
2010-02-08,865
2010-02-09,865
2010-02-10,880
2010-02-11,900
2010-02-12,880
2010-02-16,890
2010-02-17,890
2010-02-18,895
2010-02-19,900
2010-02-22,905
2010-02-23,905
2010-02-24,905
2010-02-25,885
2010-02-26,885
2010-03-02,920
2010-03-03,900
2010-03-04,895
2010-03-05,900
2010-03-08,910
2010-03-09,895
2010-03-10,895
2010-03-11,900
2010-03-12,910
2010-03-15,915
2010-03-16,920
2010-03-17,960
2010-03-18,940
2010-03-19,915
2010-03-22,890
2010-03-23,895
2010-03-24,860
2010-03-25,870
2010-03-26,880
2010-03-29,850
2010-03-30,870
2010-03-31,875
2010-04-01,875
2010-04-02,890
2010-04-05,850
2010-04-06,850
2010-04-07,860
2010-04-08,860
2010-04-09,870
2010-04-12,880
2010-04-13,890
2010-04-14,875
2010-04-15,875
2010-04-16,865
2010-04-19,850
2010-04-20,855
2010-04-21,860
2010-04-22,890
2010-04-23,890
2010-04-26,890
2010-04-27,895
2010-04-28,880
2010-04-29,875
2010-04-30,900
2010-05-03,910
2010-05-04,915
2010-05-06,870
2010-05-07,835
2010-05-10,845
2010-05-11,850
2010-05-12,820
2010-05-13,815
2010-05-14,820
2010-05-17,790
2010-05-18,745
2010-05-19,690
2010-05-20,665
2010-05-24,695
2010-05-25,680
2010-05-26,700
2010-05-27,775
2010-05-28,770
2010-05-31,805
2010-06-01,795
2010-06-03,810
2010-06-04,785
2010-06-07,745
2010-06-08,775
2010-06-09,765
2010-06-10,770
2010-06-11,775
2010-06-14,785
2010-06-15,785
2010-06-16,790
2010-06-17,790
2010-06-18,790
2010-06-21,785
2010-06-22,790
2010-06-23,795
2010-06-24,830
2010-06-25,820
2010-06-28,800
2010-06-29,800
2010-06-30,845
2010-07-01,835
2010-07-02,820
2010-07-05,795
2010-07-06,795
2010-07-07,780
2010-07-08,785
2010-07-09,770
2010-07-12,760
2010-07-13,755
2010-07-14,755
2010-07-15,765
2010-07-16,770
2010-07-19,770
2010-07-20,775
2010-07-21,760
2010-07-22,735
2010-07-23,725
2010-07-26,730
2010-07-27,740
2010-07-28,735
2010-07-29,735
2010-07-30,745
2010-08-02,750
2010-08-03,775
2010-08-04,775
2010-08-05,775
2010-08-06,785
2010-08-09,775
2010-08-10,760
2010-08-11,760
2010-08-12,755
2010-08-13,750
2010-08-16,745
2010-08-17,745
2010-08-18,715
2010-08-19,720
2010-08-20,725
2010-08-23,730
2010-08-24,735
2010-08-25,720
2010-08-26,720
2010-08-27,715
2010-08-30,725
2010-08-31,715
2010-09-01,715
2010-09-02,715
2010-09-03,755
2010-09-06,765
2010-09-07,760
2010-09-08,760
