,063170
2008-07-01,8420
2008-07-02,8070
2008-07-03,7600
2008-07-04,7600
2008-07-07,6460
2008-07-08,5760
2008-07-09,5800
2008-07-10,6350
2008-07-11,6900
2008-07-14,6750
2008-07-15,6430
2008-07-16,6800
2008-07-17,6970
2008-07-18,6790
2008-07-21,6890
2008-07-22,6640
2008-07-23,6640
2008-07-24,6530
2008-07-25,6420
2008-07-28,6500
2008-07-29,6490
2008-07-30,6370
2008-07-31,6370
2008-08-01,6280
2008-08-04,6150
2008-08-05,6230
2008-08-06,6720
2008-08-07,6730
2008-08-08,7160
2008-08-11,7330
2008-08-12,7340
2008-08-13,7310
2008-08-14,7400
2008-08-18,7470
2008-08-19,7400
2008-08-20,7380
2008-08-21,7150
2008-08-22,6800
2008-08-25,6700
2008-08-26,6440
2008-08-27,6600
2008-08-28,6480
2008-08-29,6500
2008-09-01,5530
2008-09-02,5300
2008-09-03,5730
2008-09-04,5400
2008-09-05,5400
2008-09-08,5620
2008-09-09,5390
2008-09-10,5160
2008-09-11,5000
2008-09-12,5080
2008-09-16,4520
2008-09-17,4570
2008-09-18,4680
2008-09-19,4690
2008-09-22,4630
2008-09-23,4660
2008-09-24,4680
2008-09-25,4800
2008-09-26,4940
2008-09-29,5010
2008-09-30,5080
2008-10-01,5100
2008-10-02,5050
2008-10-06,4890
2008-10-07,4590
2008-10-08,3930
2008-10-09,4135
2008-10-10,4140
2008-10-13,4150
2008-10-14,4205
2008-10-15,4200
2008-10-16,3885
2008-10-17,3945
2008-10-20,3615
2008-10-21,3400
2008-10-22,3250
2008-10-23,2795
2008-10-24,2530
2008-10-27,2520
2008-10-28,2570
2008-10-29,2540
2008-10-30,2920
2008-10-31,3250
2008-11-03,3350
2008-11-04,3285
2008-11-05,3515
2008-11-06,3490
2008-11-07,3635
2008-11-10,3780
2008-11-11,3825
2008-11-12,3780
2008-11-13,3595
2008-11-14,3490
2008-11-17,3400
2008-11-18,3300
2008-11-19,3120
2008-11-20,2985
2008-11-21,3090
2008-11-24,3030
2008-11-25,3030
2008-11-26,2950
2008-11-27,2860
2008-11-28,2990
2008-12-01,2930
2008-12-02,2790
2008-12-03,2590
2008-12-04,2490
2008-12-05,2510
2008-12-08,2520
2008-12-09,2405
2008-12-10,2420
2008-12-11,2445
2008-12-12,2410
2008-12-15,2600
2008-12-16,2470
2008-12-17,2410
2008-12-18,2435
2008-12-19,2700
2008-12-22,2640
2008-12-23,2530
2008-12-24,2350
2008-12-26,2300
2008-12-29,2300
2008-12-30,2230
2009-01-02,2285
2009-01-05,2310
2009-01-06,2310
2009-01-07,2565
2009-01-08,2505
2009-01-09,2520
2009-01-12,2705
2009-01-13,2650
2009-01-14,2665
2009-01-15,2415
2009-01-16,2500
2009-01-19,2500
2009-01-20,2430
2009-01-21,2375
2009-01-22,2385
2009-01-23,2390
2009-01-28,2610
2009-01-29,2495
2009-01-30,2480
2009-02-02,2580
2009-02-03,2695
2009-02-04,2865
2009-02-05,2880
2009-02-06,2930
2009-02-09,2880
2009-02-10,2905
2009-02-11,2850
2009-02-12,2800
2009-02-13,2880
2009-02-16,2990
