,033180
2008-06-16,1436
2008-06-17,1436
2008-06-18,1431
2008-06-19,1421
2008-06-20,1426
2008-06-23,1431
2008-06-24,1388
2008-06-25,1407
2008-06-26,1383
2008-06-27,1388
2008-06-30,1325
2008-07-01,1286
2008-07-02,1272
2008-07-03,1223
2008-07-04,1228
2008-07-07,1228
2008-07-08,1199
2008-07-09,1214
2008-07-10,1218
2008-07-11,1218
2008-07-14,1204
2008-07-15,1160
2008-07-16,1334
2008-07-17,1325
2008-07-18,1325
2008-07-21,1305
2008-07-22,1281
2008-07-23,1286
2008-07-24,1296
2008-07-25,1291
2008-07-28,1301
2008-07-29,1267
2008-07-30,1286
2008-07-31,1276
2008-08-01,1359
2008-08-04,1281
2008-08-05,1310
2008-08-06,1276
2008-08-07,1272
2008-08-08,1281
2008-08-11,1281
2008-08-12,1281
2008-08-13,1286
2008-08-14,1475
2008-08-18,1460
2008-08-19,1470
2008-08-20,1533
2008-08-21,1392
2008-08-22,1412
2008-08-25,1402
2008-08-26,1407
2008-08-27,1392
2008-08-28,1262
2008-08-29,1209
2008-09-01,1151
2008-09-02,1059
2008-09-03,1093
2008-09-04,1107
2008-09-05,1102
2008-09-08,1160
2008-09-09,1151
2008-09-10,1170
2008-09-11,1170
2008-09-12,1180
2008-09-16,1073
2008-09-17,1131
2008-09-18,1117
2008-09-19,1160
2008-09-22,1160
2008-09-23,1165
2008-09-24,1180
2008-09-25,1170
2008-09-26,1131
2008-09-29,1131
2008-09-30,1107
2008-10-01,1112
2008-10-02,1088
2008-10-06,1035
2008-10-07,1001
2008-10-08,919
2008-10-09,928
2008-10-10,880
2008-10-13,928
2008-10-14,981
2008-10-15,962
2008-10-16,865
2008-10-17,870
2008-10-20,861
2008-10-21,832
2008-10-22,778
2008-10-23,667
2008-10-24,575
2008-10-27,522
2008-10-28,580
2008-10-29,566
2008-10-30,648
2008-10-31,648
2008-11-03,701
2008-11-04,730
2008-11-05,764
2008-11-06,672
2008-11-07,701
2008-11-10,711
2008-11-11,706
2008-11-12,696
2008-11-13,658
2008-11-14,696
2008-11-17,677
2008-11-18,662
2008-11-19,658
2008-11-20,624
2008-11-21,653
2008-11-24,648
2008-11-25,643
2008-11-26,658
2008-11-27,691
2008-11-28,696
2008-12-01,749
2008-12-02,725
2008-12-03,730
2008-12-04,735
2008-12-05,735
2008-12-08,754
2008-12-09,759
2008-12-10,778
2008-12-11,832
2008-12-12,832
2008-12-15,846
2008-12-16,861
2008-12-17,846
2008-12-18,841
2008-12-19,851
2008-12-22,856
2008-12-23,827
2008-12-24,817
2008-12-26,841
2008-12-29,807
2008-12-30,793
2009-01-02,798
2009-01-05,822
2009-01-06,836
2009-01-07,836
2009-01-08,827
2009-01-09,846
2009-01-12,880
2009-01-13,875
2009-01-14,899
2009-01-15,841
2009-01-16,861
2009-01-19,861
2009-01-20,861
2009-01-21,832
2009-01-22,836
2009-01-23,832
2009-01-28,846
2009-01-29,861
2009-01-30,851
2009-02-02,851
2009-02-03,880
2009-02-04,923
2009-02-05,919
2009-02-06,967
2009-02-09,957
2009-02-10,933
2009-02-11,933
2009-02-12,914
2009-02-13,943
2009-02-16,1083
2009-02-17,1218
2009-02-18,1180
2009-02-19,1141
2009-02-20,1001
2009-02-23,1025
2009-02-24,1039
2009-02-25,952
2009-02-26,933
2009-02-27,943
2009-03-02,875
2009-03-03,836
2009-03-04,856
2009-03-05,861
2009-03-06,986
2009-03-09,1107
2009-03-10,1083
2009-03-11,1059
2009-03-12,1049
2009-03-13,1064
2009-03-16,1102
2009-03-17,1117
2009-03-18,1117
2009-03-19,1064
2009-03-20,1223
2009-03-23,1267
2009-03-24,1247
2009-03-25,1349
2009-03-26,1349
2009-03-27,1243
2009-03-30,1223
2009-03-31,1334
2009-04-01,1334
2009-04-02,1334
2009-04-03,1368
2009-04-06,1363
2009-04-07,1421
2009-04-08,1402
2009-04-09,1407
2009-04-10,1479
2009-04-13,1518
2009-04-14,1576
2009-04-15,1499
2009-04-16,1508
2009-04-17,1450
2009-04-20,1484
2009-04-21,1470
2009-04-22,1441
2009-04-23,1446
2009-04-24,1373
2009-04-27,1310
2009-04-28,1272
2009-04-29,1334
2009-04-30,1339
2009-05-04,1383
2009-05-06,1383
2009-05-07,1368
2009-05-08,1373
2009-05-11,1450
2009-05-12,1470
2009-05-13,1455
2009-05-14,1673
2009-05-15,1605
2009-05-18,1692
2009-05-19,1644
2009-05-20,1663
2009-05-21,1605
2009-05-22,1547
2009-05-25,1537
2009-05-26,1470
2009-05-27,1392
2009-05-28,1368
2009-05-29,1402
2009-06-01,1504
2009-06-02,1470
2009-06-03,1470
2009-06-04,1412
2009-06-05,1436
2009-06-08,1436
2009-06-09,1499
2009-06-10,1470
2009-06-11,1450
2009-06-12,1450
2009-06-15,1421
2009-06-16,1407
2009-06-17,1368
2009-06-18,1344
2009-06-19,1320
2009-06-22,1349
2009-06-23,1281
2009-06-24,1276
2009-06-25,1315
2009-06-26,1310
2009-06-29,1286
2009-06-30,1247
2009-07-01,1315
2009-07-02,1296
2009-07-03,1334
2009-07-06,1330
2009-07-07,1363
2009-07-08,1334
2009-07-09,1330
2009-07-10,1349
2009-07-13,1286
2009-07-14,1257
2009-07-15,1276
2009-07-16,1281
2009-07-17,1286
2009-07-20,1305
2009-07-21,1325
2009-07-22,1330
2009-07-23,1310
2009-07-24,1344
2009-07-27,1334
2009-07-28,1325
2009-07-29,1296
2009-07-30,1301
2009-07-31,1296
2009-08-03,1301
2009-08-04,1301
2009-08-05,1301
2009-08-06,1276
2009-08-07,1286
2009-08-10,1276
2009-08-11,1286
2009-08-12,1305
2009-08-13,1373
2009-08-14,1378
2009-08-17,1325
2009-08-18,1315
2009-08-19,1315
2009-08-20,1315
2009-08-21,1281
2009-08-24,1286
2009-08-25,1286
2009-08-26,1320
2009-08-27,1320
2009-08-28,1330
2009-08-31,1397
2009-09-01,1479
2009-09-02,1634
2009-09-03,1566
2009-09-04,1571
2009-09-07,1557
2009-09-08,1494
2009-09-09,1523
2009-09-10,1504
2009-09-11,1479
2009-09-14,1441
2009-09-15,1479
2009-09-16,1455
2009-09-17,1392
2009-09-18,1421
2009-09-21,1397
2009-09-22,1392
2009-09-23,1363
2009-09-24,1354
2009-09-25,1334
2009-09-28,1325
2009-09-29,1349
2009-09-30,1363
2009-10-01,1305
2009-10-05,1272
2009-10-06,1276
2009-10-07,1286
2009-10-08,1301
2009-10-09,1339
2009-10-12,1354
2009-10-13,1334
2009-10-14,1330
2009-10-15,1325
2009-10-16,1305
2009-10-19,1315
2009-10-20,1368
2009-10-21,1334
2009-10-22,1344
2009-10-23,1334
2009-10-26,1315
2009-10-27,1286
2009-10-28,1247
2009-10-29,1180
2009-10-30,1247
2009-11-02,1218
2009-11-03,1218
2009-11-04,1238
2009-11-05,1281
2009-11-06,1286
2009-11-09,1262
2009-11-10,1267
2009-11-11,1286
2009-11-12,1276
2009-11-13,1238
2009-11-16,1218
2009-11-17,1218
2009-11-18,1209
2009-11-19,1218
2009-11-20,1218
2009-11-23,1209
2009-11-24,1199
2009-11-25,1189
2009-11-26,1189
2009-11-27,1131
2009-11-30,1180
2009-12-01,1165
2009-12-02,1189
2009-12-03,1194
2009-12-04,1194
2009-12-07,1194
2009-12-08,1165
2009-12-09,1180
2009-12-10,1180
2009-12-11,1199
2009-12-14,1218
2009-12-15,1218
2009-12-16,1238
2009-12-17,1228
2009-12-18,1218
2009-12-21,1257
2009-12-22,1233
2009-12-23,1247
2009-12-24,1233
2009-12-28,1223
2009-12-29,1194
2009-12-30,1209
2010-01-04,1218
2010-01-05,1209
2010-01-06,1257
2010-01-07,1257
2010-01-08,1267
2010-01-11,1238
2010-01-12,1262
2010-01-13,1325
2010-01-14,1383
2010-01-15,1349
2010-01-18,1339
2010-01-19,1320
2010-01-20,1344
2010-01-21,1320
2010-01-22,1296
2010-01-25,1368
2010-01-26,1330
2010-01-27,1363
2010-01-28,1499
2010-01-29,1557
2010-02-01,1528
2010-02-02,1528
2010-02-03,1460
2010-02-04,1678
2010-02-05,1644
2010-02-08,1750
2010-02-09,1605
2010-02-10,1673
2010-02-11,1595
2010-02-12,1586
2010-02-16,1644
2010-02-17,1624
2010-02-18,1605
2010-02-19,1581
2010-02-22,1649
2010-02-23,1673
2010-02-24,1702
2010-02-25,1634
2010-02-26,1523
2010-03-02,1455
2010-03-03,1484
2010-03-04,1470
2010-03-05,1513
2010-03-08,1499
2010-03-09,1484
2010-03-10,1460
2010-03-11,1450
2010-03-12,1479
2010-03-15,1475
2010-03-16,1523
2010-03-17,1513
2010-03-18,1504
2010-03-19,1508
2010-03-22,1499
2010-03-23,1450
2010-03-24,1402
2010-03-25,1397
2010-03-26,1407
2010-03-29,1402
2010-03-30,1397
2010-03-31,1407
2010-04-01,1412
2010-04-02,1397
2010-04-05,1359
