,002780
2008-06-16,7802
2008-06-17,7170
2008-06-18,7542
2008-06-19,7170
2008-06-20,7114
2008-06-23,6613
2008-06-24,6669
2008-06-25,6483
2008-06-26,6576
2008-06-27,6409
2008-06-30,6316
2008-07-01,6724
2008-07-02,6353
2008-07-03,6130
2008-07-04,6130
2008-07-07,6018
2008-07-08,5684
2008-07-09,5461
2008-07-10,5554
2008-07-11,5684
2008-07-14,5628
2008-07-15,5387
2008-07-16,5313
2008-07-17,5368
2008-07-18,5201
2008-07-21,5405
2008-07-22,5443
2008-07-23,5573
2008-07-24,5703
2008-07-25,5870
2008-07-28,5833
2008-07-29,5573
2008-07-30,5424
2008-07-31,5313
2008-08-01,5313
2008-08-04,5275
2008-08-05,5275
2008-08-06,5350
2008-08-07,5238
2008-08-08,5145
2008-08-11,4960
2008-08-12,5015
2008-08-13,5758
2008-08-14,5647
2008-08-18,6037
2008-08-19,6297
2008-08-20,6018
2008-08-21,5684
2008-08-22,5127
2008-08-25,5034
2008-08-26,4922
2008-08-27,4867
2008-08-28,4997
2008-08-29,4867
2008-09-01,4272
2008-09-02,4904
2008-09-03,5313
2008-09-04,5034
2008-09-05,4681
2008-09-08,5015
2008-09-09,4830
2008-09-10,4941
2008-09-11,5090
2008-09-12,5294
2008-09-16,4514
2008-09-17,4885
2008-09-18,4755
2008-09-19,4904
2008-09-22,4811
2008-09-23,4941
2008-09-24,5015
2008-09-25,4997
2008-09-26,4941
2008-09-29,4718
2008-09-30,4625
2008-10-01,4551
2008-10-02,4347
2008-10-06,4049
2008-10-07,3845
2008-10-08,3399
2008-10-09,3381
2008-10-10,3084
2008-10-13,3529
2008-10-14,3975
2008-10-15,3715
2008-10-16,3269
2008-10-17,3269
2008-10-20,3362
2008-10-21,3566
2008-10-22,3251
2008-10-23,2935
2008-10-24,2508
2008-10-27,2192
2008-10-28,2341
2008-10-29,2099
2008-10-30,2396
2008-10-31,2619
2008-11-03,2731
2008-11-04,3084
2008-11-05,3139
2008-11-06,2675
2008-11-07,2953
2008-11-10,2935
2008-11-11,2916
2008-11-12,2823
2008-11-13,2563
2008-11-14,2601
2008-11-17,2582
2008-11-18,2471
2008-11-19,2359
2008-11-20,2080
2008-11-21,2303
2008-11-24,2210
2008-11-25,2118
2008-11-26,2378
2008-11-27,2433
2008-11-28,2433
2008-12-01,2563
2008-12-02,2545
2008-12-03,2526
2008-12-04,2489
2008-12-05,2471
2008-12-08,2582
2008-12-09,2526
2008-12-10,2526
2008-12-11,2898
2008-12-12,3325
2008-12-15,3808
2008-12-16,4365
2008-12-17,5015
2008-12-18,5758
2008-12-19,5758
2008-12-22,6613
2008-12-23,7244
2008-12-24,7022
2008-12-26,5981
2008-12-29,5833
2008-12-30,5647
2009-01-02,6483
2009-01-05,6371
2009-01-06,6353
2009-01-07,6371
2009-01-08,5963
2009-01-09,6854
2009-01-12,5833
2009-01-13,5833
2009-01-14,5926
2009-01-15,5053
2009-01-16,5424
2009-01-19,5443
2009-01-20,5238
2009-01-21,4848
2009-01-22,4644
2009-01-23,4885
2009-01-28,4960
2009-01-29,4922
2009-01-30,5201
2009-02-02,5183
2009-02-03,5071
2009-02-04,5034
2009-02-05,4960
2009-02-06,4867
2009-02-09,4792
2009-02-10,4885
2009-02-11,5220
2009-02-12,5164
2009-02-13,5220
2009-02-16,5201
2009-02-17,4700
2009-02-18,4737
2009-02-19,4532
2009-02-20,4607
2009-02-23,5294
2009-02-24,4830
2009-02-25,4532
2009-02-26,4421
2009-02-27,4514
2009-03-02,4272
2009-03-03,4087
2009-03-04,4272
2009-03-05,4217
2009-03-06,4124
2009-03-09,4737
2009-03-10,4532
2009-03-11,4570
2009-03-12,4811
2009-03-13,4700
2009-03-16,4792
2009-03-17,4904
2009-03-18,5034
2009-03-19,4867
2009-03-20,4997
2009-03-23,5071
2009-03-24,5015
2009-03-25,5313
2009-03-26,5257
2009-03-27,4941
2009-03-30,4811
2009-03-31,4922
2009-04-01,4644
2009-04-02,4662
2009-04-03,4551
2009-04-06,4570
2009-04-07,4718
2009-04-08,4978
2009-04-09,4904
2009-04-10,4885
2009-04-13,5275
2009-04-14,5424
2009-04-15,5183
2009-04-16,4774
2009-04-17,5145
2009-04-20,5071
2009-04-21,5071
2009-04-22,5275
2009-04-23,5220
2009-04-24,4440
2009-04-27,4347
2009-04-28,4421
2009-04-29,4347
2009-04-30,4458
2009-05-04,4495
2009-05-06,4718
2009-05-07,4700
2009-05-08,4662
2009-05-11,4570
2009-05-12,4421
2009-05-13,4588
2009-05-14,4458
2009-05-15,4458
2009-05-18,4440
2009-05-19,4551
2009-05-20,4904
2009-05-21,4978
2009-05-22,4960
2009-05-25,4830
2009-05-26,5053
2009-05-27,5201
2009-05-28,5573
2009-05-29,5647
2009-06-01,5721
2009-06-02,5740
2009-06-03,6483
2009-06-04,6297
2009-06-05,5981
2009-06-08,6074
2009-06-09,6093
2009-06-10,5796
2009-06-11,5833
2009-06-12,6074
2009-06-15,5851
2009-06-16,5926
2009-06-17,6018
2009-06-18,5796
2009-06-19,5424
2009-06-22,5275
2009-06-23,4830
2009-06-24,5090
2009-06-25,5071
2009-06-26,4867
2009-06-29,4514
2009-06-30,4588
2009-07-01,4792
2009-07-02,4718
2009-07-03,4848
2009-07-06,4792
2009-07-07,4718
2009-07-08,4737
2009-07-09,4978
2009-07-10,4848
2009-07-13,4532
2009-07-14,4570
2009-07-15,4644
2009-07-16,4570
2009-07-17,4607
2009-07-20,4681
2009-07-21,4755
2009-07-22,4700
2009-07-23,4644
2009-07-24,4644
2009-07-27,4644
2009-07-28,4681
2009-07-29,4570
2009-07-30,4514
2009-07-31,4477
2009-08-03,4458
2009-08-04,4551
2009-08-05,4495
2009-08-06,4662
2009-08-07,4588
2009-08-10,4532
2009-08-11,4644
2009-08-12,4588
2009-08-13,4588
2009-08-14,4551
2009-08-17,4384
2009-08-18,4291
2009-08-19,4179
2009-08-20,4142
2009-08-21,3919
2009-08-24,4142
2009-08-25,4179
2009-08-26,4124
2009-08-27,4235
2009-08-28,4235
2009-08-31,4105
2009-09-01,4031
2009-09-02,3994
2009-09-03,3975
2009-09-04,4012
2009-09-07,4049
2009-09-08,4179
2009-09-09,3994
2009-09-10,4031
2009-09-11,3975
2009-09-14,3975
2009-09-15,3957
2009-09-16,3864
2009-09-17,3938
2009-09-18,3957
2009-09-21,4049
2009-09-22,4124
2009-09-23,3864
2009-09-24,3827
2009-09-25,3734
2009-09-28,3659
2009-09-29,3641
2009-09-30,3622
2009-10-01,3622
2009-10-05,3641
2009-10-06,3604
2009-10-07,3585
2009-10-08,3715
2009-10-09,3752
2009-10-12,3864
2009-10-13,3808
2009-10-14,3697
2009-10-15,3715
2009-10-16,3771
2009-10-19,3771
2009-10-20,3789
2009-10-21,3808
2009-10-22,3715
2009-10-23,3697
2009-10-26,3659
2009-10-27,3641
2009-10-28,3566
2009-10-29,3399
2009-10-30,3399
2009-11-02,3306
