,023530
2008-06-16,302556
2008-06-17,297513
2008-06-18,302556
2008-06-19,301639
2008-06-20,293387
2008-06-23,290179
2008-06-24,290637
2008-06-25,294304
2008-06-26,295221
2008-06-27,290179
2008-06-30,285594
2008-07-01,288345
2008-07-02,288345
2008-07-03,290637
2008-07-04,293387
2008-07-07,293387
2008-07-08,284219
2008-07-09,281469
2008-07-10,272759
2008-07-11,277343
2008-07-14,272300
2008-07-15,269091
2008-07-16,274134
2008-07-17,275509
2008-07-18,272759
2008-07-21,278260
2008-07-22,282385
2008-07-23,281927
2008-07-24,289262
2008-07-25,284219
2008-07-28,290637
2008-07-29,278718
2008-07-30,273217
2008-07-31,275509
2008-08-01,274134
2008-08-04,274134
2008-08-05,276426
2008-08-06,279635
2008-08-07,274134
2008-08-08,272759
2008-08-11,275051
2008-08-12,272300
2008-08-13,270008
2008-08-14,269091
2008-08-18,275509
2008-08-19,276884
2008-08-20,282385
2008-08-21,278718
2008-08-22,278718
2008-08-25,274134
2008-08-26,274592
2008-08-27,272759
2008-08-28,271383
2008-08-29,273217
2008-09-01,275051
2008-09-02,270467
2008-09-03,271383
2008-09-04,274592
2008-09-05,270008
2008-09-08,274592
2008-09-09,273217
2008-09-10,279176
2008-09-11,272759
2008-09-12,275051
2008-09-16,263132
2008-09-17,264049
2008-09-18,259465
2008-09-19,261298
2008-09-22,260381
2008-09-23,259006
2008-09-24,256256
2008-09-25,256714
2008-09-26,256714
2008-09-29,251671
2008-09-30,248004
2008-10-01,241586
2008-10-02,242503
2008-10-06,226917
2008-10-07,218207
2008-10-08,201704
2008-10-09,191160
2008-10-10,189327
2008-10-13,195286
2008-10-14,203538
2008-10-15,198037
2008-10-16,177866
2008-10-17,175574
2008-10-20,173740
2008-10-21,171448
2008-10-22,154028
2008-10-23,140734
2008-10-24,122398
2008-10-27,111396
2008-10-28,127899
2008-10-29,139359
2008-10-30,156779
2008-10-31,159529
2008-11-03,154945
2008-11-04,159988
2008-11-05,168239
2008-11-06,156779
2008-11-07,174199
2008-11-10,174199
2008-11-11,173282
2008-11-12,173282
2008-11-13,176032
2008-11-14,169615
2008-11-17,168698
2008-11-18,155862
2008-11-19,153112
2008-11-20,138901
2008-11-21,158154
2008-11-24,145777
2008-11-25,154028
2008-11-26,159529
2008-11-27,164572
2008-11-28,164114
2008-12-01,164114
2008-12-02,152195
2008-12-03,151278
2008-12-04,151278
2008-12-05,153112
2008-12-08,167781
2008-12-09,162738
2008-12-10,169615
2008-12-11,176032
2008-12-12,170531
2008-12-15,177866
2008-12-16,178783
2008-12-17,186118
2008-12-18,194369
2008-12-19,187493
2008-12-22,183367
2008-12-23,183367
2008-12-24,181992
2008-12-26,179241
2008-12-29,179241
2008-12-30,192536
2009-01-02,188868
2009-01-05,186118
2009-01-06,183826
2009-01-07,178783
2009-01-08,175116
2009-01-09,173740
2009-01-12,171448
2009-01-13,167781
2009-01-14,168239
2009-01-15,155404
2009-01-16,158613
2009-01-19,169156
2009-01-20,169156
2009-01-21,162280
2009-01-22,170073
2009-01-23,165030
2009-01-28,169615
2009-01-29,176949
2009-01-30,175116
2009-02-02,174199
2009-02-03,171907
2009-02-04,170990
2009-02-05,162280
2009-02-06,164114
2009-02-09,164114
2009-02-10,163197
2009-02-11,161822
2009-02-12,161363
2009-02-13,163655
2009-02-16,161363
2009-02-17,155862
2009-02-18,148069
2009-02-19,146235
2009-02-20,140276
2009-02-23,146694
2009-02-24,146694
2009-02-25,146694
2009-02-26,143026
2009-02-27,151278
2009-03-02,146694
2009-03-03,146235
2009-03-04,147152
2009-03-05,148069
2009-03-06,145777
2009-03-09,150361
2009-03-10,154028
2009-03-11,161363
2009-03-12,160905
2009-03-13,160446
2009-03-16,166864
2009-03-17,174199
2009-03-18,179700
2009-03-19,181075
2009-03-20,181075
2009-03-23,180617
2009-03-24,180158
2009-03-25,180617
2009-03-26,187951
2009-03-27,187951
2009-03-30,179241
2009-03-31,174657
2009-04-01,181992
2009-04-02,197120
