,순위,종목코드,종목명,현재가,대비,등락률,거래량,거래대금,시가,고가,저가,시가총액,시가총액비중(%),상장주식수,외국인 보유주식수,외국인 지분율(%),총카운트
0,1,005930,삼성전자,"58,600","3,000",5.4,"48,431,566","2,803,148,376,939","57,000","58,800","56,400","349,829,257,430,000",19.07,"5,969,782,550",,,2476.0
1,2,000660,SK하이닉스,"83,100",300,0.4,"4,538,720","378,147,743,500","83,900","83,900","82,700","60,496,996,531,500",3.3,"728,002,365",,,
2,3,207940,삼성바이오로직스,"761,000","7,000",0.9,"167,728","128,162,881,500","764,000","771,000","760,000","50,351,565,000,000",2.74,"66,165,000",,,
3,4,035420,NAVER,"288,000","3,500",1.2,"978,238","282,133,831,000","289,500","292,000","284,000","47,307,857,760,000",2.58,"164,263,395",,,
4,5,068270,셀트리온,"317,500",500,0.2,"666,062","212,455,859,000","323,500","324,000","316,000","42,843,254,737,500",2.34,"134,939,385",,,
5,7,051910,LG화학,"528,000","11,000",2.1,"372,041","196,245,903,000","526,000","532,000","521,000","37,272,757,104,000",2.03,"70,592,343",,,
6,8,035720,카카오,"329,500","3,000",0.9,"873,063","289,967,787,500","332,000","336,000","328,500","28,945,309,061,000",1.58,"87,846,158",,,
7,9,006400,삼성SDI,"393,000","15,000",4.0,"1,061,859","415,716,361,500","387,000","397,000","381,500","27,024,460,290,000",1.47,"68,764,530",,,
8,10,005380,현대차,"123,000",-500,-0.4,"1,765,179","217,376,981,000","124,500","126,000","122,000","26,281,187,001,000",1.43,"213,668,187",,,
9,11,051900,LG생활건강,"1,350,000","4,000",0.3,"37,319","50,113,969,000","1,335,000","1,352,000","1,325,000","21,084,565,950,000",1.15,"15,618,197",,,
10,12,028260,삼성물산,"108,500","2,000",1.9,"554,410","60,264,967,500","107,500","110,000","107,000","20,277,248,288,500",1.11,"186,887,081",,,
11,13,012330,현대모비스,"204,000",500,0.2,"333,839","68,085,272,000","204,500","206,000","202,500","19,391,157,576,000",1.06,"95,054,694",,,
12,14,005490,POSCO,"202,000","6,000",3.1,"466,607","93,215,424,000","197,000","202,000","197,000","17,611,740,670,000",0.96,"87,186,835",,,
13,15,036570,엔씨소프트,"794,000","9,000",1.2,"177,440","140,613,700,000","788,000","803,000","786,000","17,431,493,468,000",0.95,"21,954,022",,,
14,16,017670,SK텔레콤,"214,000","5,500",2.6,"418,247","89,405,256,000","209,500","216,500","208,500","17,279,582,154,000",0.94,"80,745,711",,,
15,17,034730,SK,"226,500",0,0.0,"314,574","71,199,314,000","228,000","228,500","224,000","15,936,607,270,500",0.87,"70,360,297",,,
16,18,091990,셀트리온헬스케어,"101,800",800,0.8,"1,049,861","106,991,979,500","103,800","103,800","100,800","15,413,164,597,600",0.84,"151,406,332",,,
17,19,000270,기아차,"37,700",0,0.0,"1,698,056","63,906,871,050","37,750","37,900","37,200","15,282,198,181,900",0.83,"405,363,347",,,
18,20,326030,SK바이오팜,"190,000","-1,500",-0.8,"351,351","66,917,044,500","193,000","193,500","188,000","14,879,517,500,000",0.81,"78,313,250",,,
19,21,105560,KB금융,"35,700",250,0.7,"1,739,731","62,069,042,400","35,500","36,100","35,250","14,844,342,744,000",0.81,"415,807,920",,,
20,22,055550,신한지주,"30,750",250,0.8,"1,723,733","52,984,486,450","30,550","30,950","30,450","14,679,952,676,250",0.8,"477,396,835",,,
21,23,018260,삼성에스디에스,"174,000",500,0.3,"112,175","19,553,036,000","175,000","176,000","173,500","13,463,737,200,000",0.73,"77,377,800",,,
22,24,003550,LG,"75,800","1,500",2.0,"315,872","23,707,071,300","73,500","76,200","73,200","13,079,830,529,800",0.71,"172,557,131",,,
23,25,096770,SK이노베이션,"133,000","2,000",1.5,"560,167","74,284,945,500","132,500","134,000","131,500","12,297,920,012,000",0.67,"92,465,564",,,
24,26,015760,한국전력,"19,150",-150,-0.8,"3,267,280","62,742,143,700","19,300","19,400","19,100","12,293,612,074,550",0.67,"641,964,077",,,
25,27,066570,LG전자,"72,500","-1,100",-1.5,"975,596","71,009,610,600","74,000","74,200","72,100","11,864,466,515,000",0.65,"163,647,814",,,
26,28,033780,KT&G,"81,200",600,0.7,"286,483","23,225,738,200","80,400","81,500","80,400","11,148,150,756,400",0.61,"137,292,497",,,
