,순위,종목코드,종목명,현재가,대비,등락률,거래량,거래대금,시가,고가,저가,시가총액,시가총액비중(%),상장주식수,외국인 보유주식수,외국인 지분율(%),총카운트
468,488,089970,에이피티씨,"15,500",100,0.6,"143,167","2,227,075,950","15,850","16,050","15,250","360,136,222,500",0.02,"23,234,595",,,
469,489,073490,이노와이어리스,"53,200",600,1.1,"103,747","5,438,728,800","52,600","53,200","51,700","358,437,340,800",0.02,"6,737,544",,,
470,490,012610,경인양행,"8,680",-120,-1.4,"814,998","7,127,365,770","8,920","8,930","8,630","357,584,448,200",0.02,"41,196,365",,,
471,491,060150,인선이엔티,"9,300",-270,-2.8,"1,837,391","17,153,548,800","9,580","9,590","9,190","357,038,922,600",0.02,"38,391,282",,,
472,492,265520,AP시스템,"24,650",350,1.4,"275,611","6,818,225,050","24,600","25,050","24,400","356,937,595,550",0.02,"14,480,227",,,
473,493,097780,에스맥,"1,365",-25,-1.8,"9,169,523","12,691,228,435","1,400","1,405","1,365","356,463,746,730",0.02,"261,145,602",,,
474,494,104830,원익머트리얼즈,"28,200",700,2.6,"92,500","2,588,004,550","27,650","28,200","27,450","355,545,600,000",0.02,"12,608,000",,,
475,495,078590,OQP,"4,720",-130,-2.7,"1,522,286","7,286,184,180","4,780","4,950","4,700","355,323,171,760",0.02,"75,280,333",,,
476,496,293780,압타바이오,"32,250","1,500",4.9,"196,915","6,235,252,000","31,050","32,250","31,050","355,273,514,250",0.02,"11,016,233",,,
477,497,025770,한국정보통신,"9,470",30,0.3,"73,678","701,429,030","9,450","9,610","9,350","354,597,246,370",0.02,"37,444,271",,,
478,498,093050,LF,"12,100",-100,-0.8,"49,166","597,127,000","12,100","12,250","12,050","353,804,000,000",0.02,"29,240,000",,,
479,499,051370,인터플렉스,"15,050",-50,-0.3,"610,869","9,184,147,600","15,150","15,300","14,700","351,078,453,600",0.02,"23,327,472",,,
480,500,175250,아이큐어,"47,550",50,0.1,"174,130","8,303,634,400","48,250","48,450","47,150","350,119,969,800",0.02,"7,363,196",,,
481,501,043150,바텍,"23,550","-2,950",-11.1,"1,474,860","36,433,452,450","26,500","26,500","23,400","349,817,728,800",0.02,"14,854,256",,,
482,502,123890,한국자산신탁,"2,820",0,0.0,"172,433","485,212,270","2,820","2,825","2,805","349,617,260,640",0.02,"123,977,752",,,
483,503,017890,한국알콜,"16,100",-350,-2.1,"908,428","14,660,021,000","16,500","16,550","16,000","347,852,736,000",0.02,"21,605,760",,,
484,504,300720,한일시멘트,"83,700","-1,600",-1.9,"2,865","241,870,600","85,300","85,900","83,700","346,933,989,000",0.02,"4,144,970",,,
485,505,036930,주성엔지니어링,"7,180",-140,-1.9,"1,182,668","8,653,502,730","7,400","7,520","7,180","346,429,342,160",0.02,"48,249,212",,,
486,506,213500,한솔제지,"14,550",200,1.4,"230,510","3,330,897,450","14,350","14,650","14,300","346,298,380,800",0.02,"23,800,576",,,
487,507,298000,효성화학,"108,500","-1,500",-1.4,"15,976","1,739,570,000","110,000","110,500","107,000","346,128,671,000",0.02,"3,190,126",,,
488,508,019680,대교,"4,085",0,0.0,"51,477","211,145,955","4,085","4,145","4,080","346,011,142,250",0.02,"84,702,850",,,
489,509,066700,테라젠이텍스,"10,750",50,0.5,"350,123","3,748,825,700","10,700","10,900","10,600","345,317,380,250",0.02,"32,122,547",,,
490,510,002620,제일파마홀딩스,"21,550",-200,-0.9,"125,067","2,736,466,750","22,000","22,350","21,500","344,225,800,250",0.02,"15,973,355",,,
491,511,001200,유진투자증권,"3,550",10,0.3,"860,252","3,074,841,615","3,535","3,650","3,510","343,875,783,900",0.02,"96,866,418",,,
492,512,038290,마크로젠,"32,350",0,0.0,"130,777","4,250,482,650","32,900","33,000","32,150","343,287,006,900",0.02,"10,611,654",,,
493,513,004700,조광피혁,"51,600","-1,200",-2.3,"4,172","218,411,900","52,800","52,900","51,600","343,095,520,800",0.02,"6,649,138",,,
494,514,034950,한국기업평가,"75,400",-200,-0.3,"4,126","310,658,000","75,800","76,300","74,900","342,354,755,600",0.02,"4,540,514",,,
495,515,044340,위닉스,"19,100",-300,-1.6,"213,537","4,085,968,200","19,450","19,450","19,000","341,382,417,500",0.02,"17,873,425",,,
496,516,011040,경동제약,"12,850",500,4.0,"2,626,067","32,390,183,050","12,600","13,000","11,500","341,167,500,000",0.02,"26,550,000",,,
497,517,017390,서울가스,"68,100",-500,-0.7,454,"31,240,600","69,000","69,400","68,100","340,500,000,000",0.02,"5,000,000",,,
498,518,293940,신한알파리츠,"6,500",20,0.3,"83,348","541,659,560","6,480","6,530","6,460","340,145,799,500",0.02,"52,330,123",,,
499,519,229500,노브메타파마,"37,950",0,0.0,"2,720","101,716,550","38,250","38,300","35,100","340,140,802,650",0.02,"8,962,867",,,
500,520,214870,뉴지랩,"12,900",400,3.2,"722,810","9,197,533,200","12,650","13,000","12,500","338,746,234,200",0.02,"26,259,398",,,
501,521,214610,미코바이오메드,"23,850","-3,050",-11.3,"128,633","3,067,696,850","25,500","26,900","22,900","337,462,617,600",0.02,"14,149,376",,,
502,522,000370,한화손해보험,"2,885",-5,-0.2,"335,133","959,440,245","2,895","2,900","2,825","336,791,769,775",0.02,"116,738,915",,,
503,523,148150,세경하이테크,"28,900",350,1.2,"213,042","6,149,025,950","28,950","29,150","28,600","336,453,800,000",0.02,"11,642,000",,,
504,524,012790,신일제약,"30,850","-9,850",-24.2,"12,942,706","392,626,112,600","32,350","32,750","28,500","336,326,700,000",0.02,"10,902,000",,,
505,525,002210,동성제약,"12,900",-750,-5.5,"1,390,305","18,270,603,250","13,750","14,000","12,600","336,312,649,200",0.02,"26,070,748",,,
506,526,228760,지노믹트리,"16,750",-400,-2.3,"191,564","3,225,301,000","17,300","17,300","16,500","334,769,101,250",0.02,"19,986,215",,,
507,527,244460,올리패스,"20,900","1,250",6.4,"585,901","12,114,601,800","20,050","21,200","19,950","333,752,120,900",0.02,"15,969,001",,,
508,528,228670,레이,"50,100","1,150",2.4,"190,439","9,435,110,250","49,700","50,300","48,300","333,328,676,700",0.02,"6,653,267",,,
509,529,298540,더네이쳐홀딩스,"46,400","3,400",7.9,"1,301,674","60,007,508,000","43,950","49,250","43,500","333,262,478,400",0.02,"7,182,381",,,
510,530,038540,상상인,"6,020",-10,-0.2,"292,175","1,758,896,830","6,050","6,080","5,990","333,076,444,260",0.02,"55,328,313",,,
511,531,088260,이리츠코크렙,"5,220",0,0.0,"33,088","172,712,250","5,230","5,240","5,200","330,643,099,800",0.02,"63,341,590",,,
512,532,322000,현대에너지솔루션,"29,500","-1,500",-4.8,"474,838","14,161,282,200","30,700","31,000","29,250","330,400,000,000",0.02,"11,200,000",,,
513,533,137400,피엔티,"15,200","1,000",7.0,"2,237,247","33,287,009,600","14,400","15,200","14,350","330,075,052,800",0.02,"21,715,464",,,
514,534,016800,퍼시스,"28,650",50,0.2,711,"20,293,250","28,400","28,800","28,300","329,475,000,000",0.02,"11,500,000",,,
515,535,068400,SK렌터카,"9,200",10,0.1,"59,499","546,233,680","9,190","9,240","9,140","329,039,288,000",0.02,"35,765,140",,,
516,536,013120,동원개발,"3,595",0,0.0,"163,537","590,536,375","3,595","3,650","3,565","326,455,119,500",0.02,"90,808,100",,,
517,537,207760,미스터블루,"13,250",300,2.3,"675,981","8,871,444,250","13,150","13,400","12,950","324,823,803,000",0.02,"24,515,004",,,
518,538,109820,진매트릭스,"16,250",-250,-1.5,"1,883,806","30,771,601,350","16,900","17,150","15,500","322,969,335,000",0.02,"19,875,036",,,
519,539,002240,고려제강,"16,100",50,0.3,"58,810","948,964,700","15,950","16,400","15,850","322,000,000,000",0.02,"20,000,000",,,
520,540,005390,신성통상,"2,240",-130,-5.5,"33,547,722","75,329,808,570","2,325","2,395","2,125","321,906,793,600",0.02,"143,708,390",,,
521,541,023410,유진기업,"4,150",0,0.0,"873,443","3,621,757,120","4,250","4,255","4,055","320,840,081,450",0.02,"77,310,863",,,
522,542,000050,경방,"11,700",-300,-2.5,"23,249","276,202,100","12,000","12,050","11,700","320,758,659,000",0.02,"27,415,270",,,
523,543,216050,인크로스,"39,800","-1,850",-4.4,"216,980","8,745,386,650","41,700","41,800","39,100","320,659,724,600",0.02,"8,056,777",,,
524,544,029460,케이씨,"23,650","1,400",6.3,"391,823","9,158,962,750","22,650","23,900","22,500","320,553,140,600",0.02,"13,554,044",,,
525,545,195870,해성디에스,"18,850",-500,-2.6,"378,851","7,184,528,450","19,400","19,450","18,650","320,450,000,000",0.02,"17,000,000",,,
526,546,131390,피앤이솔루션,"21,600",150,0.7,"777,289","16,697,691,550","21,600","21,850","21,100","320,088,456,000",0.02,"14,818,910",,,
527,547,086390,유니테스트,"15,050",200,1.4,"684,231","10,283,589,400","14,950","15,250","14,750","318,068,596,300",0.02,"21,134,126",,,
528,548,087010,펩트론,"20,750",350,1.7,"294,370","6,091,536,400","20,550","21,100","20,350","318,024,875,000",0.02,"15,326,500",,,
529,549,004430,송원산업,"13,250",150,1.2,"91,113","1,198,939,300","13,200","13,250","13,100","318,000,000,000",0.02,"24,000,000",,,
530,550,232140,와이아이케이,"4,940",165,3.5,"786,411","3,868,897,165","4,835","4,995","4,830","317,429,461,440",0.02,"64,256,976",,,
531,551,298060,에스씨엠생명과학,"27,000","1,350",5.3,"1,328,898","35,870,940,600","25,950","28,250","25,050","317,286,477,000",0.02,"11,751,351",,,
532,552,004690,삼천리,"78,200",200,0.3,"9,915","779,517,100","78,500","79,400","78,000","317,102,955,000",0.02,"4,055,025",,,
533,553,222080,씨아이에스,"5,570",-60,-1.1,"1,873,063","10,534,938,750","5,710","5,740","5,550","313,766,934,020",0.02,"56,331,586",,,
534,554,052710,아모텍,"32,150",150,0.5,"177,510","5,722,830,350","32,350","32,750","31,650","313,250,502,900",0.02,"9,743,406",,,
535,555,025320,시노펙스,"4,310",-95,-2.2,"6,473,194","28,120,052,440","4,445","4,475","4,250","312,738,461,680",0.02,"72,561,128",,,
536,556,234080,JW생명과학,"19,700",-50,-0.2,"220,787","4,384,475,150","20,050","20,150","19,650","311,940,713,800",0.02,"15,834,554",,,
537,557,037560,LG헬로비전,"4,005",45,1.1,"150,613","607,759,650","3,960","4,075","3,960","310,174,694,325",0.02,"77,446,865",,,
538,558,023900,풍국주정,"24,550","1,150",4.9,"662,553","16,118,129,700","23,400","24,800","23,400","309,330,000,000",0.02,"12,600,000",,,
539,560,052020,에스티큐브,"10,150",100,1.0,"363,991","3,700,337,450","10,100","10,450","10,000","308,407,841,350",0.02,"30,385,009",,,
540,561,084690,대상홀딩스,"8,500",20,0.2,"201,719","1,738,124,750","8,510","8,770","8,430","307,806,573,000",0.02,"36,212,538",,,
541,562,093320,케이아이엔엑스,"62,900",600,1.0,"44,369","2,772,740,000","63,100","63,300","61,900","306,952,000,000",0.02,"4,880,000",,,
542,563,121600,나노신소재,"28,200",0,0.0,"388,663","10,987,165,150","28,400","29,100","27,650","305,922,990,600",0.02,"10,848,333",,,
543,564,174900,앱클론,"42,400",-400,-0.9,"335,441","14,403,309,400","44,500","44,700","41,700","305,110,400,000",0.02,"7,196,000",,,
544,565,272450,진에어,"10,150",100,1.0,"818,526","8,737,872,550","10,050","11,750","9,980","304,500,000,000",0.02,"30,000,000",,,
545,566,237880,클리오,"17,750",500,2.9,"73,228","1,282,213,400","17,300","17,800","17,200","304,414,062,000",0.02,"17,150,088",,,
546,567,002960,한국쉘석유,"233,500",-500,-0.2,912,"213,489,500","232,000","236,000","232,000","303,550,000,000",0.02,"1,300,000",,,
547,568,143240,사람인에이치알,"25,800",-250,-1.0,"33,871","879,392,450","26,000","26,500","25,400","300,808,985,400",0.02,"11,659,263",,,
548,569,208340,파멥신,"21,600",350,1.6,"293,050","6,269,515,200","21,250","21,950","20,900","299,224,540,800",0.02,"13,852,988",,,
549,570,039440,에스티아이,"18,900",-150,-0.8,"657,964","12,436,765,900","19,050","19,500","18,350","299,187,000,000",0.02,"15,830,000",,,
550,571,095340,ISC,"21,150",-200,-0.9,"621,153","13,381,630,700","21,200","22,050","20,950","299,114,044,200",0.02,"14,142,508",,,
551,572,018290,브이티지엠피,"8,760",-30,-0.3,"350,463","3,106,993,630","8,880","9,010","8,750","297,858,229,560",0.02,"34,002,081",,,
552,573,094280,효성ITX,"25,750",-550,-2.1,"64,109","1,645,650,150","26,550","26,550","25,100","297,623,650,000",0.02,"11,558,200",,,
553,574,136480,하림,"2,800",0,0.0,"436,622","1,222,825,240","2,800","2,815","2,795","297,387,165,600",0.02,"106,209,702",,,
554,575,004710,한솔테크닉스,"9,250",-20,-0.2,"1,221,887","11,260,230,950","9,340","9,410","9,090","297,016,371,500",0.02,"32,109,878",,,
555,577,239610,에이치엘사이언스,"57,700",300,0.5,"52,537","3,003,352,400","57,500","57,900","56,500","296,701,939,600",0.02,"5,142,148",,,
556,578,034120,SBS,"16,250",250,1.6,"33,733","545,087,250","16,050","16,300","16,050","296,604,457,500",0.02,"18,252,582",,,
557,579,122900,아이마켓코리아,"8,380",-20,-0.2,"58,445","489,497,360","8,430","8,450","8,320","296,596,189,200",0.02,"35,393,340",,,
558,581,095720,웅진씽크빅,"2,505",-15,-0.6,"253,728","638,288,920","2,530","2,540","2,505","294,090,987,960",0.02,"117,401,592",,,
559,582,002100,경농,"13,550",-650,-4.6,"612,624","8,386,138,600","14,000","14,200","13,400","293,923,212,500",0.02,"21,691,750",,,
560,583,065680,우주일렉트로,"29,500",450,1.6,"148,659","4,417,426,250","29,500","30,850","29,050","293,059,490,000",0.02,"9,934,220",,,
561,584,950180,SNK,"13,900",200,1.5,"67,818","934,064,250","13,700","14,000","13,500","292,759,020,000",0.02,"21,061,800",,,
562,585,243840,신흥에스이씨,"43,200","1,250",3.0,"159,580","6,857,209,100","42,500","43,650","42,300","292,400,323,200",0.02,"6,768,526",,,
563,586,058650,세아홀딩스,"73,000",-500,-0.7,27,"1,979,000","73,400","73,800","73,000","292,000,000,000",0.02,"4,000,000",,,
564,587,950200,소마젠(Reg.S),"17,250",-650,-3.6,"1,236,769","22,485,237,950","18,550","19,300","17,000","290,856,752,250",0.02,"16,861,261",,,
565,588,000480,조선내화,"72,500",-300,-0.4,"3,238","234,273,900","72,800","72,800","72,300","290,000,000,000",0.02,"4,000,000",,,
566,589,067000,조이시티,"20,400",0,0.0,"90,982","1,859,387,550","20,450","20,750","20,000","289,452,193,200",0.02,"14,188,833",,,
567,590,016580,환인제약,"15,550",-550,-3.4,"136,861","2,148,318,300","15,950","16,250","15,400","289,231,088,500",0.02,"18,600,070",,,
568,591,060980,한라홀딩스,"27,500",-250,-0.9,"44,465","1,231,084,200","27,600","28,000","27,450","287,981,925,000",0.02,"10,472,070",,,
569,592,299660,셀리드,"29,750",-300,-1.0,"206,247","6,218,474,850","30,300","30,950","29,100","287,048,587,000",0.02,"9,648,692",,,
570,593,039860,나노엔텍,"10,700",-200,-1.8,"1,048,263","11,282,884,750","10,950","11,100","10,600","286,363,318,900",0.02,"26,762,927",,,
571,594,251370,와이엠티,"38,550",-250,-0.6,"105,615","4,093,379,250","39,500","39,500","38,300","285,470,460,000",0.02,"7,405,200",,,
572,595,001520,동양,"1,195",-20,-1.6,"1,037,709","1,250,782,675","1,210","1,230","1,190","285,227,455,285",0.02,"238,684,063",,,
573,596,060570,드림어스컴퍼니,"4,970",-30,-0.6,"97,680","487,803,215","5,000","5,050","4,955","282,593,439,590",0.02,"56,859,847",,,
574,597,010170,대한광통신,"3,830",10,0.3,"1,293,975","4,974,031,490","3,850","3,900","3,800","282,430,423,750",0.02,"73,741,625",,,
575,598,077500,유니퀘스트,"10,350",-350,-3.3,"662,788","6,935,459,800","10,750","10,950","10,300","282,358,091,250",0.02,"27,280,975",,,
576,599,040910,아이씨디,"15,850",500,3.3,"775,699","12,285,296,550","15,700","16,200","15,500","282,172,715,750",0.02,"17,802,695",,,
577,600,152330,코리아오토글라스,"14,050",-300,-2.1,"77,451","1,094,260,250","14,400","14,450","14,000","281,000,000,000",0.02,"20,000,000",,,
578,601,078020,이베스트투자증권,"5,040",-10,-0.2,"166,112","834,333,505","5,100","5,100","4,985","279,625,197,600",0.02,"55,481,190",,,
579,602,045970,코아시아,"10,550",250,2.4,"641,123","6,718,768,300","10,450","10,700","10,250","276,988,815,200",0.02,"26,254,864",,,
580,603,001500,현대차증권,"9,350",30,0.3,"78,212","732,206,880","9,400","9,420","9,300","274,301,987,850",0.01,"29,337,111",,,
581,604,111710,남화산업,"13,300",-100,-0.8,"56,399","746,425,650","13,500","13,500","13,100","273,820,400,000",0.01,"20,588,000",,,
582,605,065530,전파기지국,"5,180",-20,-0.4,"782,284","4,068,248,590","5,250","5,280","5,160","273,814,800,000",0.01,"52,860,000",,,
583,606,035810,이지홀딩스,"4,920",-110,-2.2,"1,394,988","6,952,036,940","5,070","5,090","4,920","273,751,865,160",0.01,"55,640,623",,,
584,607,263050,유틸렉스,"36,600",200,0.6,"41,264","1,498,930,650","36,550","36,800","36,050","273,044,564,400",0.01,"7,460,234",,,
585,608,344820,케이씨씨글라스,"32,400",-700,-2.1,"56,962","1,865,498,100","33,500","33,500","32,250","270,546,804,000",0.01,"8,350,210",,,
586,609,003070,코오롱글로벌,"10,650",350,3.4,"323,557","3,450,069,350","10,550","10,900","10,450","268,491,164,700",0.01,"25,210,438",,,
587,610,256940,케이피에스,"17,600",-300,-1.7,"119,684","2,123,895,650","17,900","18,400","17,400","267,759,148,800",0.01,"15,213,588",,,
588,611,002150,도화엔지니어링,"7,940",-20,-0.2,"84,379","672,974,300","8,050","8,050","7,940","267,736,800,000",0.01,"33,720,000",,,
589,612,119610,인터로조,"22,900",350,1.6,"31,157","708,677,800","22,750","22,950","22,500","267,401,880,200",0.01,"11,676,938",,,
590,613,044490,태웅,"13,350",-400,-2.9,"1,572,815","21,291,529,350","13,500","14,400","12,750","267,098,536,350",0.01,"20,007,381",,,
591,614,317330,덕산테코피아,"14,500",100,0.7,"512,088","7,511,516,500","14,450","15,250","13,900","266,472,706,000",0.01,"18,377,428",,,
592,616,200670,휴메딕스,"26,650",-900,-3.3,"251,091","6,762,003,500","27,550","27,750","26,500","265,732,320,100",0.01,"9,971,194",,,
593,617,110790,크리스에프앤씨,"22,650",-100,-0.4,"3,708","83,933,400","22,750","23,400","22,500","265,355,622,000",0.01,"11,715,480",,,
594,618,001130,대한제분,"156,500","2,500",1.6,"9,065","1,414,807,500","155,000","158,000","154,000","264,485,000,000",0.01,"1,690,000",,,
595,619,288620,에스퓨얼셀,"45,900",-150,-0.3,"177,777","8,173,726,800","46,500","47,100","45,500","263,664,104,400",0.01,"5,744,316",,,
596,620,300120,라온피플,"25,500",350,1.4,"148,114","3,800,389,850","25,100","25,950","25,100","263,375,628,000",0.01,"10,328,456",,,
597,621,003300,한일홀딩스,"43,900",-450,-1.0,"1,221","53,777,750","44,350","44,400","43,750","263,152,228,400",0.01,"5,994,356",,,
598,622,089600,나스미디어,"30,050",-150,-0.5,"25,748","776,512,850","30,200","30,600","29,900","263,078,464,550",0.01,"8,754,691",,,
599,623,101060,SBS미디어홀딩스,"1,880",0,0.0,"44,147","83,231,305","1,895","1,905","1,875","263,004,837,200",0.01,"139,896,190",,,
600,624,001360,삼성제약,"4,250",-155,-3.5,"5,610,721","24,297,837,430","4,505","4,515","4,170","261,586,280,250",0.01,"61,549,713",,,
601,625,272550,삼양패키징,"18,400",-100,-0.5,"15,266","281,551,650","18,400","18,600","18,250","261,460,393,600",0.01,"14,209,804",,,
602,626,092130,이크레더블,"21,700",550,2.6,"11,365","244,872,800","21,400","21,700","21,150","261,346,120,000",0.01,"12,043,600",,,
603,627,040350,큐로컴,"2,295",-35,-1.5,"736,062","1,706,294,885","2,375","2,380","2,290","261,074,704,095",0.01,"113,758,041",,,
604,628,002990,금호산업,"7,120",530,8.0,"5,705,902","42,779,421,200","6,620","8,270","6,500","260,833,538,880",0.01,"36,633,924",,,
605,629,100090,삼강엠앤티,"8,120",-130,-1.6,"1,205,753","9,719,710,650","8,060","8,220","7,880","260,481,431,280",0.01,"32,078,994",,,
606,630,005960,동부건설,"11,900",0,0.0,"85,856","1,014,261,650","11,900","12,000","11,550","260,338,977,500",0.01,"21,877,225",,,
607,631,102460,이연제약,"15,500",-100,-0.6,"100,831","1,566,728,100","15,800","15,850","15,300","259,935,000,000",0.01,"16,770,000",,,
608,632,225570,넷게임즈,"9,010",-40,-0.4,"396,154","3,654,038,860","9,160","9,410","8,980","259,837,876,320",0.01,"28,838,832",,,
609,633,144960,뉴파워프라즈마,"6,260",520,9.1,"2,907,344","17,616,678,070","5,780","6,350","5,640","258,861,548,100",0.01,"41,351,685",,,
610,634,011930,신성이엔지,"1,415",5,0.4,"3,854,336","5,445,794,850","1,430","1,435","1,395","258,704,827,805",0.01,"182,830,267",,,
611,635,054780,키이스트,"15,150",-350,-2.3,"487,654","7,468,034,450","15,300","15,650","15,100","258,631,194,900",0.01,"17,071,366",,,
612,636,057500,SKC 솔믹스,"4,205",-30,-0.7,"631,255","2,645,992,750","4,285","4,285","4,145","258,582,438,200",0.01,"61,494,040",,,
613,637,234340,세틀뱅크,"27,900",-150,-0.5,"58,151","1,624,225,250","28,200","28,700","27,750","258,549,300,000",0.01,"9,267,000",,,
614,638,047310,파워로직스,"7,490",250,3.4,"672,063","4,972,795,290","7,260","7,490","7,230","257,813,155,180",0.01,"34,420,982",,,
615,639,288330,브릿지바이오테라퓨틱스,"40,350",-200,-0.5,"49,039","1,975,558,950","40,350","40,950","40,100","257,717,790,300",0.01,"6,387,058",,,
616,640,214390,경보제약,"10,750",350,3.4,"400,938","4,197,684,000","10,500","10,750","10,050","256,998,745,000",0.01,"23,906,860",,,
617,641,033500,동성화인텍,"9,520",-10,-0.1,"231,639","2,212,894,250","9,530","9,680","9,490","256,883,957,680",0.01,"26,983,609",,,
618,642,002310,아세아제지,"28,650",-300,-1.0,"87,403","2,541,561,600","30,100","30,200","28,500","256,603,782,300",0.01,"8,956,502",,,
619,644,191420,테고사이언스,"31,650",-100,-0.3,"95,244","3,015,988,950","31,850","32,250","31,250","255,910,316,100",0.01,"8,085,634",,,
620,645,121440,골프존뉴딘홀딩스,"5,970",0,0.0,"238,310","1,416,549,690","6,010","6,150","5,790","255,735,803,460",0.01,"42,836,818",,,
621,646,092730,네오팜,"30,950",0,0.0,"35,039","1,088,238,500","30,950","31,300","30,800","254,017,822,950",0.01,"8,207,361",,,
622,647,201490,미투온,"8,090",480,6.3,"4,350,306","34,813,382,610","7,820","8,140","7,660","252,875,359,300",0.01,"31,257,770",,,
623,648,064260,다날,"3,740",40,1.1,"1,246,368","4,698,949,095","3,800","3,830","3,705","252,654,050,660",0.01,"67,554,559",,,
624,649,006840,AK홀딩스,"18,950",-50,-0.3,"57,943","1,095,441,200","19,100","19,300","18,750","251,041,280,950",0.01,"13,247,561",,,
625,650,061040,알에프텍,"9,910",-140,-1.4,"1,168,174","11,637,682,590","10,150","10,200","9,820","250,991,115,050",0.01,"25,327,055",,,
626,651,006620,동구바이오제약,"26,100","-1,050",-3.9,"406,522","10,912,546,900","27,350","28,150","25,850","250,664,400,000",0.01,"9,604,000",,,
627,652,101530,해태제과식품,"8,580",280,3.4,"99,200","848,803,350","8,340","8,900","8,250","249,822,332,760",0.01,"29,116,822",,,
628,653,308170,센트랄모텍,"28,950",150,0.5,"117,689","3,418,461,350","29,150","29,450","28,750","249,259,500,000",0.01,"8,610,000",,,
629,654,179900,유티아이,"15,400",200,1.3,"132,138","2,052,217,300","15,300","15,800","15,200","248,200,183,000",0.01,"16,116,895",,,
630,655,262260,에이프로,"39,100",150,0.4,"298,673","11,795,041,400","39,700","40,350","38,900","248,126,801,400",0.01,"6,345,954",,,
631,657,036530,S&T홀딩스,"15,100",-50,-0.3,"6,091","91,928,550","15,100","15,200","15,000","246,188,678,600",0.01,"16,303,886",,,
632,658,220630,해마로푸드서비스,"2,415",5,0.2,"211,977","511,173,380","2,415","2,440","2,400","245,889,337,365",0.01,"101,817,531",,,
633,659,036800,나이스정보통신,"24,400",-250,-1.0,"23,294","568,591,800","24,800","24,950","24,100","244,000,000,000",0.01,"10,000,000",,,
634,661,058110,멕아이씨에스,"36,600","-1,200",-3.2,"306,585","11,197,427,350","37,650","37,950","35,500","243,378,361,200",0.01,"6,649,682",,,
635,662,053610,프로텍,"22,100",450,2.1,"221,569","4,911,801,200","21,650","22,650","21,550","243,100,000,000",0.01,"11,000,000",,,
636,663,049950,미래컴퍼니,"29,000","3,050",11.8,"369,721","10,648,471,950","26,700","30,250","26,350","242,506,874,000",0.01,"8,362,306",,,
637,664,067080,대화제약,"13,300",-300,-2.2,"430,808","5,866,405,700","13,600","14,250","13,050","242,392,154,200",0.01,"18,224,974",,,
638,665,009680,모토닉,"7,340",40,0.6,"46,049","336,666,910","7,300","7,380","7,260","242,220,000,000",0.01,"33,000,000",,,
639,666,011280,태림포장,"3,420",15,0.4,"164,129","563,086,315","3,460","3,460","3,410","242,156,314,800",0.01,"70,805,940",,,
640,668,089010,켐트로닉스,"16,450",0,0.0,"564,036","9,169,183,000","16,500","16,500","16,100","239,714,252,750",0.01,"14,572,295",,,
641,669,136490,선진,"10,050",0,0.0,"55,372","553,716,670","10,000","10,100","9,950","238,985,020,200",0.01,"23,779,604",,,
642,670,007340,디티알오토모티브,"23,900",50,0.2,"7,134","170,120,650","23,950","23,950","23,650","238,856,719,500",0.01,"9,994,005",,,
643,671,002020,코오롱,"18,900",-350,-1.8,"41,666","794,924,600","19,250","19,300","18,900","238,639,451,400",0.01,"12,626,426",,,
644,672,142280,녹십자엠에스,"11,300",250,2.3,"957,850","10,647,917,500","10,900","11,400","10,800","238,625,297,900",0.01,"21,117,283",,,
645,673,033240,자화전자,"13,300","1,650",14.2,"2,847,493","37,341,284,700","11,600","13,850","11,500","238,070,000,000",0.01,"17,900,000",,,
646,674,074430,아미노로직스,"2,710",-10,-0.4,"12,390,151","33,918,910,605","2,720","2,990","2,540","238,010,747,240",0.01,"87,826,844",,,
647,675,018000,유니슨,"2,180",20,0.9,"8,542,725","18,739,141,850","2,145","2,290","2,110","237,560,701,820",0.01,"108,972,799",,,
648,676,015860,일진홀딩스,"4,800",-80,-1.6,"313,975","1,516,700,450","4,880","4,915","4,775","236,867,918,400",0.01,"49,347,483",,,
649,677,236200,슈프리마,"32,900",-550,-1.6,"134,953","4,460,645,850","33,550","33,900","32,750","236,658,681,700",0.01,"7,193,273",,,
650,678,183190,아세아시멘트,"60,700",-500,-0.8,"13,565","824,305,100","62,000","62,000","60,200","236,475,606,300",0.01,"3,895,809",,,
651,679,161580,필옵틱스,"12,500",-50,-0.4,"239,584","3,000,759,550","12,600","12,750","12,400","235,751,262,500",0.01,"18,860,101",,,
652,680,029530,신도리코,"23,300",-100,-0.4,"17,279","403,650,100","23,600","23,800","23,200","234,864,675,700",0.01,"10,080,029",,,
653,681,106240,파인테크닉스,"5,480",-150,-2.7,"1,746,141","9,632,586,090","5,670","5,680","5,360","234,781,722,400",0.01,"42,843,380",,,
654,682,041830,인바디,"17,150",650,3.9,"159,263","2,707,954,750","16,600","17,250","16,550","234,676,861,300",0.01,"13,683,782",,,
655,683,123420,선데이토즈,"24,500",250,1.0,"82,035","2,004,950,400","24,750","24,750","24,250","234,461,129,000",0.01,"9,569,842",,,
656,684,082800,루미마이크로,"1,765",40,2.3,"2,051,342","3,613,878,960","1,730","1,795","1,730","234,294,960,300",0.01,"132,745,020",,,
657,685,297090,씨에스베어링,"24,750","2,200",9.8,"656,904","15,655,759,000","22,700","24,750","22,600","234,169,650,000",0.01,"9,461,400",,,
658,686,263690,디알젬,"20,650",50,0.2,"242,166","4,997,091,550","20,950","21,000","20,450","233,873,846,500",0.01,"11,325,610",,,
